step,operator,backend,backend_label,confidence,reason,policy_version,ok,score,reward,improve,prev_best,signals_json,prompt_sha256,time
333,UNKNOWN,deepseek,A,0.850,"Key signals: has_error=false, n_chars=630 well below long-context thresholds, explore_score=0; backend A’s strength in local code edits aligns with this straightforward function implementation task.",2,True,-5000.000000,-1.908813,0.000000,-2095.200000,"{""operator"": ""UNKNOWN"", ""n_chars"": 630, ""n_lines"": 15, ""code_density"": 0.16, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 4}",07e26d7ea29742f86de3328b60a6d869b4f07c2b4197ace85bd8d8e09b537e90,1773084938.457
335,E1,deepseek,A,0.870,"Operator E1, no active errors, code density 1.0 aligns with backend A's local edits strength, high reliability ensures correct code generation for this straightforward implementation task.",2,True,-2098.400000,0.319699,0.000000,-2095.200000,"{""operator"": ""E1"", ""n_chars"": 2573, ""n_lines"": 42, ""code_density"": 1.0, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 31}",ce84df2046ee83ea33bf8c7d2859a2b79834e248f703ca9ba5419d5eea7fac7e,1773084962.166
335,E1,doubao,C,0.700,"Operator E1, task requires generating a novel priority function distinct from existing implementations, backend C specializes in fast exploration and variant generation, n_chars 2176 is within managea",2,True,-2095.200000,0.263385,0.000000,-2095.200000,"{""operator"": ""E1"", ""n_chars"": 2176, ""n_lines"": 33, ""code_density"": 1.0, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 25}",532563855122d7a54266c4f745dc6a29e4abf245d567f472c39c81dc9fea6439,1773084968.419
337,E2,qwen,B,0.800,"Operator E2, task requires extracting common backbone from existing code snippets and generating a novel implementation aligning with backend B's global restructuring strength; no catastrophic failure",2,True,-2114.400000,0.238689,0.000000,-2095.200000,"{""operator"": ""E2"", ""n_chars"": 2696, ""n_lines"": 43, ""code_density"": 1.0, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 31}",754521d1c4dab0607f1c364c70ea02fd86a3551a193122cae3cf6993255dd4f7,1773084997.073
337,E2,qwen,B,0.900,"Operator E2, task requires global restructuring of repeated existing code to create a novel algorithm; backend B excels at global restructuring, and markers=31 meets safety requirements for non-long-c",2,True,-2111.200000,0.236111,0.000000,-2095.200000,"{""operator"": ""E2"", ""n_chars"": 3374, ""n_lines"": 61, ""code_density"": 1.0, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 31}",c69e5ce34490f99b9d5027aeff829043376c90151198c479720f0081291fb74c,1773084998.209
339,M1,doubao,C,0.950,"Operator M1 matches the dedicated high-success exploration pattern (n_chars <3000, code_density <0.7, markers <20); task requires generating modified code variants aligned with backend C's strengths o",2,True,-5000.000000,-1.595447,0.000000,-2095.200000,"{""operator"": ""M1"", ""n_chars"": 1609, ""n_lines"": 32, ""code_density"": 0.52, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 13}",8f8676cec75276517fd6536779834ae2ec09b2a3ef9fabc866cba455a1ab3aeb,1773085014.106
339,M1,doubao,C,0.150,epsilon_ucb_explore,2,True,-2098.200000,0.238896,0.000000,-2095.200000,"{""operator"": ""M1"", ""n_chars"": 1609, ""n_lines"": 32, ""code_density"": 0.52, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 13}",8f8676cec75276517fd6536779834ae2ec09b2a3ef9fabc866cba455a1ab3aeb,1773085014.226
341,M2,deepseek,A,0.900,"Operator M2 has no prior failure history, code length is 1641 chars (under long-context thresholds), task requires local code modification aligned with backend A's patching and local edit strengths.",2,True,-2095.200000,0.232279,0.000000,-2095.200000,"{""operator"": ""M2"", ""n_chars"": 1641, ""n_lines"": 32, ""code_density"": 0.52, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 13}",0952990c6e3ab19f1622ce126d78cf63eb7cd0495e76da8c5de07a4e258b8efb,1773085036.334
341,M2,doubao,C,0.900,"Task requires generating a code variant, small code size (1273 chars) with no errors present; backend C specializes in fast exploration and generating code variants with low cost.",2,True,-5000.000000,-1.565976,0.000000,-2095.200000,"{""operator"": ""M2"", ""n_chars"": 1273, ""n_lines"": 23, ""code_density"": 0.4, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 10}",0ccd357f3e2362b110e99edf55c8579f76398f1b65b2e674c3f35e0cff1f5241,1773085043.748
343,E1,doubao,C,0.700,"Cited signals: operator E1, has_error=false, task requires a novel distinct bin packing priority algorithm. Profile traits: backend C specializes in fast exploration and variant generation, which alig",2,True,-2626.600000,0.112972,0.000000,-2095.200000,"{""operator"": ""E1"", ""n_chars"": 2176, ""n_lines"": 33, ""code_density"": 1.0, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 25}",532563855122d7a54266c4f745dc6a29e4abf245d567f472c39c81dc9fea6439,1773085066.280
343,E1,deepseek,A,0.850,"has_error=false with no fix required, n_chars=2544 not needing long-context processing, operator E1; backend A offers high reliability and strengths in local code generation, avoiding B’s long-context",2,True,-2095.200000,0.312743,0.000000,-2095.200000,"{""operator"": ""E1"", ""n_chars"": 2544, ""n_lines"": 42, ""code_density"": 1.0, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 28}",b5c0f90ba7759101ba40321b0df12093c866c0c7f4e0610951edd1b3d92b51a6,1773085072.828
345,E2,doubao,C,0.800,"Operator E2, task requires generating a novel algorithm distinct from existing code, backend C's strengths include generating variants and fast exploration which fit this need, no hard constraints app",2,True,-2098.200000,0.219265,0.000000,-2095.200000,"{""operator"": ""E2"", ""n_chars"": 3006, ""n_lines"": 52, ""code_density"": 1.0, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 28}",802e03dba1b3b409113207aec42e38c51b19011ad2324d885bda0ce1d3bc1d69,1773085107.069
345,E2,doubao,C,0.800,"Task requires generating a novel algorithm variant matching backend C's exploration and variant generation strengths, n_chars=2759 is insufficient for backend B's long-context needs, no errors present",2,True,-5000.000000,-1.706984,0.000000,-2095.200000,"{""operator"": ""E2"", ""n_chars"": 2759, ""n_lines"": 43, ""code_density"": 1.0, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 28}",674f1d56d319ad8f616f4539841d8a3058def41f463a97ebaa3720f05e507fa2,1773085121.585
347,M1,doubao,C,0.150,epsilon_ucb_explore,2,True,-5000.000000,-1.571878,0.000000,-2095.200000,"{""operator"": ""M1"", ""n_chars"": 1609, ""n_lines"": 32, ""code_density"": 0.52, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 13}",8f8676cec75276517fd6536779834ae2ec09b2a3ef9fabc866cba455a1ab3aeb,1773085133.508
346,M1,doubao,C,0.910,"Operator M1 matches the dedicated exploration budget trigger (n_chars <3000, code_density <0.7, markers <20), the task requires generating a modified algorithm variant aligned with backend C's explora",2,True,-2098.400000,0.241189,0.000000,-2095.200000,"{""operator"": ""M1"", ""n_chars"": 1497, ""n_lines"": 35, ""code_density"": 0.44, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 11}",1aa289f6abe48a632b335139150d193a0e5ca4a5213e2a682f0e7163f986fd9d,1773085137.319
349,M2,doubao,C,0.880,"Operator is M2, input has 1848 characters (<3000) and low code density (0.52), task requires generating a modified algorithm variant. Backend C specializes in fast exploration and generating code vari",2,True,-2098.400000,0.272751,0.000000,-2095.200000,"{""operator"": ""M2"", ""n_chars"": 1848, ""n_lines"": 37, ""code_density"": 0.52, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 13}",b7515e82f06d25e25929ebc86c306d313a3cc7c7ebdd060eb593d1cffd693ecf,1773085157.888
349,M2,deepseek,A,0.850,"Task involves modifying existing local code (priority function), has_error=false, n_chars=1273 and code_density=0.4 indicate a small, focused edit; backend A excels at local edits and patching tasks.",2,True,-2095.200000,0.234212,0.000000,-2095.200000,"{""operator"": ""M2"", ""n_chars"": 1273, ""n_lines"": 23, ""code_density"": 0.4, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 10}",0ccd357f3e2362b110e99edf55c8579f76398f1b65b2e674c3f35e0cff1f5241,1773085164.559
351,E1,qwen,B,0.150,epsilon_ucb_explore,2,True,-4998.000000,-1.531486,0.000000,-2095.200000,"{""operator"": ""E1"", ""n_chars"": 2825, ""n_lines"": 49, ""code_density"": 1.0, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 27}",7e42d8390f04923fdedcbb05846c54f9a6f5ef2c5a1526329c744e0c16a7437d,1773085173.014
352,E2,qwen,B,0.150,epsilon_ucb_explore,2,True,-2096.800000,0.241857,0.000000,-2095.200000,"{""operator"": ""E2"", ""n_chars"": 2939, ""n_lines"": 55, ""code_density"": 1.0, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 27}",4baf8e3db6d6f75545e390ffd56198463acf72450a2c631cf69e899c96693cc2,1773085180.430
353,E1,doubao,C,0.700,Task requires generating a novel distinct algorithm matching backend C's exploration/variant generation strength; compact n_chars=3285 and code_density=1.0 suit C's fast low-cost execution; prior fail,2,True,-5000.000000,-1.533211,0.000000,-2095.200000,"{""operator"": ""E1"", ""n_chars"": 3285, ""n_lines"": 58, ""code_density"": 1.0, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 30}",a3d8cbbbfeac4fe9539c08966b18585edab0f68fe2ea39ada1553ad310afd6cc,1773085196.200
353,M1,doubao,C,0.900,"Operator M1 meets the specialized exploration budget criteria (n_chars <3000, code_density <0.7, markers <20), task requires generating modified algorithm variants aligning with backend C's strengths ",2,True,-2114.400000,0.234399,0.000000,-2095.200000,"{""operator"": ""M1"", ""n_chars"": 1551, ""n_lines"": 30, ""code_density"": 0.48, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 12}",dcd6e7f6e0b36709b3902530f210960fd3d97e00bb2b470f30093e052d2fc670,1773085203.209
355,M2,deepseek,A,0.900,"Task requires modifying existing code's priority score function (local edit/patching), operator M2 with small n_chars=1641 and no active errors, aligns with backend A's strengths in patching and local",2,True,-2095.200000,0.231596,0.000000,-2095.200000,"{""operator"": ""M2"", ""n_chars"": 1641, ""n_lines"": 32, ""code_density"": 0.52, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 13}",0952990c6e3ab19f1622ce126d78cf63eb7cd0495e76da8c5de07a4e258b8efb,1773085226.471
355,E2,doubao,C,0.700,"Task requires generating a novel algorithm variant distinct from existing code, aligning with backend C's strength in fast exploration and variant generation; n_chars=2252 <3000 and markers=22 fit wit",2,True,-2122.800000,0.212759,0.000000,-2095.200000,"{""operator"": ""E2"", ""n_chars"": 2252, ""n_lines"": 44, ""code_density"": 0.88, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 22}",3197a65dfea17b4f3e9dbc87b1796177f304489a42253662722e8db3f92dca30,1773085228.190
357,M1,doubao,C,0.150,epsilon_ucb_explore,2,True,-2626.600000,0.091802,0.000000,-2095.200000,"{""operator"": ""M1"", ""n_chars"": 1694, ""n_lines"": 31, ""code_density"": 0.48, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 12}",5a890a8fee27fb2885847bb360b9ffc6f3d402eeaf4bac0f9f4b8c37901e4147,1773085243.185
357,E1,deepseek,A,0.900,"Operator E1, no detected errors with fix_score=0, n_chars=2854 below long-context threshold; backend A specializes in local code edits and has high reliability, matching the task requirements.",2,True,-2101.800000,0.313827,0.000000,-2095.200000,"{""operator"": ""E1"", ""n_chars"": 2854, ""n_lines"": 49, ""code_density"": 1.0, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 30}",440a4c1ff30c3e7aa29f60b7c81bf3e46da40e250544f46986b3b07a3824a0f8,1773085250.710
359,M2,deepseek,A,0.900,"Operator M2, no active errors, small code length, task requires local code edits aligned with backend A's debugging and local edit strengths",2,True,-2197.200000,0.200157,0.000000,-2095.200000,"{""operator"": ""M2"", ""n_chars"": 1726, ""n_lines"": 31, ""code_density"": 0.48, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 12}",d3255ebbc8a7f44304ed1b1b348017ac842d1104f6acf432d99f7bfd1dd429fc,1773085263.315
360,E2,doubao,C,0.750,"Operator E2, task requires exploratory code generation of a novel algorithm variant, n_chars=2835 <3000, backend C excels at fast exploration and generating code variants.",2,True,-2098.600000,0.218008,0.000000,-2095.200000,"{""operator"": ""E2"", ""n_chars"": 2835, ""n_lines"": 57, ""code_density"": 1.0, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 28}",c984f907baa20608c98d888d0b3fdd5b62da6891a3f546c12990b53eb8ae3ce1,1773085284.547
361,E1,deepseek,A,0.850,"Operator E1, has_error=false with no debugging needed, n_chars=3112 and code_density=1.0 within optimal bounds, using high-reliability backend A for correct code generation",2,True,-2095.200000,0.309748,0.000000,-2095.200000,"{""operator"": ""E1"", ""n_chars"": 3112, ""n_lines"": 58, ""code_density"": 1.0, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 30}",1b9bc0ffe415eecac4e1272667b15ca26adbea9eb35b2f233e47011f11d84654,1773085294.083
362,M1,doubao,C,0.910,"Operator M1 matches the dedicated high-success exploration pattern for backend C, with n_chars=1609 <3000, code_density=0.52 <0.7, markers=13 <20; task requires generating a modified code variant alig",2,True,-5000.000000,-1.564204,0.000000,-2095.200000,"{""operator"": ""M1"", ""n_chars"": 1609, ""n_lines"": 32, ""code_density"": 0.52, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 13}",8f8676cec75276517fd6536779834ae2ec09b2a3ef9fabc866cba455a1ab3aeb,1773085328.038
362,E2,deepseek,A,0.800,"Signals include operator=E2, has_error=false, and n_chars=4132; backend A's strengths include local edits and patching existing code, paired with high reliability to safely modify the provided code sn",2,True,-4990.000000,-1.603966,0.000000,-2095.200000,"{""operator"": ""E2"", ""n_chars"": 4132, ""n_lines"": 65, ""code_density"": 1.0, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 31}",c730b487f939c2f8dffa8fe9747954141624a3c8212342a252748af4228e3512,1773085332.929
364,M2,doubao,C,0.900,"Key signals: operator=M2, n_chars=1273, markers=10; profile trait: backend C excels at fast exploration and code variant generation, has low cost and no prior failure history for M2",2,True,-2095.200000,0.264752,0.000000,-2095.200000,"{""operator"": ""M2"", ""n_chars"": 1273, ""n_lines"": 23, ""code_density"": 0.4, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 10}",0ccd357f3e2362b110e99edf55c8579f76398f1b65b2e674c3f35e0cff1f5241,1773085355.874
364,M1,doubao,C,0.930,"Operator M1 matches the dedicated exploration budget pattern: n_chars <3000, code_density <0.7, markers <20; backend C’s strengths include generating variants and fast exploration fitting the modified",2,True,-2092.600000,0.250373,2.600000,-2095.200000,"{""operator"": ""M1"", ""n_chars"": 1942, ""n_lines"": 34, ""code_density"": 0.52, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 13}",d2d36fc8603e2c5400855dadecb1feddd5b1207291f1572fa06d25744cb8d6b8,1773085373.562
366,E1,deepseek,A,0.900,"For operator E1, backend A has the highest prior mean score and zero failures; no active error is present, fix score is 0, and code density is 1.0",2,True,-2095.200000,0.304283,0.000000,-2092.600000,"{""operator"": ""E1"", ""n_chars"": 2523, ""n_lines"": 51, ""code_density"": 1.0, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 27}",c55a1162458d09a56fd0e829c1cf44299abbbc27919525c4ee230319c58c561a,1773085384.953
367,E2,qwen,B,0.150,epsilon_ucb_explore,2,True,-2101.800000,0.240256,0.000000,-2092.600000,"{""operator"": ""E2"", ""n_chars"": 3500, ""n_lines"": 59, ""code_density"": 1.0, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 30}",4511d6c7c997de980f4945974150559d23fb87afdfccd8cdf7edc7c4e2dfcee5,1773085394.059
367,M2,doubao,C,0.900,"Operator M2 has small code length (1264 chars <3000), low code density (0.4 <0.7), few markers (10 <20); task requires generating a variant score function, aligning with backend C's strengths of fast ",2,True,-2098.400000,0.259453,0.000000,-2092.600000,"{""operator"": ""M2"", ""n_chars"": 1264, ""n_lines"": 28, ""code_density"": 0.4, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 10}",063ca391205822081fc776e604e9fcc9b5493311b5e4b77f5dda3d40092f0558,1773085399.911
369,E1,deepseek,A,0.850,"Operator E1, has_error=false, code_density=1.0, moderate character count; backend A's high reliability and strength in generating correct stable code is the optimal fit.",2,True,-5000.000000,-1.490177,0.000000,-2092.600000,"{""operator"": ""E1"", ""n_chars"": 2923, ""n_lines"": 51, ""code_density"": 1.0, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 31}",1a55a69ce2426600a9a963be13e8c477f114037e4065b04b93d1a5b60a32638b,1773085429.231
369,M1,doubao,C,0.900,"Key signals match the high-success M1 exploration pattern: n_chars <3000, code_density <0.7, markers <20; backend C excels at fast exploration and generating code variants for this modification task.",2,True,-2099.600000,0.238709,0.000000,-2092.600000,"{""operator"": ""M1"", ""n_chars"": 1528, ""n_lines"": 32, ""code_density"": 0.52, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 13}",f21d6c6104fe84839f65b4e37885f13d6b1352e93ced504553256e70119d46df,1773085446.498
371,M2,deepseek,A,0.900,"Operator M2 with no active errors, small code length (1733 chars) suited for local edits, and prior stats show no failures; backend A excels at local code modifications with high reliability.",2,True,-2101.800000,0.222398,0.000000,-2092.600000,"{""operator"": ""M2"", ""n_chars"": 1733, ""n_lines"": 32, ""code_density"": 0.52, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 13}",1f0fc457e7c9d9502d79261b6e0861770924c0954910f8dc4d104a18fa738af6,1773085470.321
372,E1,qwen,B,0.150,epsilon_ucb_explore,2,True,-3086.200000,0.025995,0.000000,-2092.600000,"{""operator"": ""E1"", ""n_chars"": 2819, ""n_lines"": 55, ""code_density"": 1.0, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 30}",b7f0cd306bced652eb7ac5fc97ee50df6cd6b507a752025e8ff84e465f6779e9,1773085477.557
371,E2,doubao,C,0.800,"Operator E2, no active errors present, task requires generating a novel algorithm variant from existing code examples, aligns with backend C's strength in fast exploration and variant generation",2,True,-2099.000000,0.219968,0.000000,-2092.600000,"{""operator"": ""E2"", ""n_chars"": 2693, ""n_lines"": 51, ""code_density"": 1.0, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 26}",37b78d0610b740c81238d30fe22a8bc070abb94afc34207081544177ce07e6d8,1773085484.955
374,M1,doubao,C,0.900,"Key signals match the M1-specific high-success pattern for backend C: n_chars <3000, code_density <0.7, markers <20; the task requires generating a modified algorithm variant, aligning with C's streng",2,True,-4997.600000,-1.551617,0.000000,-2092.600000,"{""operator"": ""M1"", ""n_chars"": 1642, ""n_lines"": 35, ""code_density"": 0.52, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 13}",89deb5ba5b48c698890f0077423d90fb1a5d305ebb7c4d2d65f9d0c3edf9aaaa,1773085506.279
374,E2,doubao,C,0.700,"Signals include operator=E2, small code length (n_chars=2358), task requires generating a novel algorithm variant. Backend C specializes in fast exploration and generating code variants, aligning with",2,False,,-3.000000,0.000000,-2092.600000,"{""operator"": ""E2"", ""n_chars"": 2358, ""n_lines"": 35, ""code_density"": 1.0, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 29}",76a71bdc81af760b4a861508a370758ffa52fa935f630360bab4beec9d16f477,1773085512.674
