step,operator,backend,backend_label,confidence,reason,policy_version,ok,score,reward,signals_json,prompt_sha256,time
225,UNKNOWN,doubao,doubao,0.950,"Operator is UNKNOWN, n_chars=630 <1500 which grants doubao a +200 length bonus, code_density=0.16 <0.3 which grants doubao a +180 density bonus, doubao receives a +150 cost bonus, and prior stats show",30,True,-2091.800000,3908.200000,"{""operator"": ""UNKNOWN"", ""n_chars"": 630, ""n_lines"": 15, ""code_density"": 0.16, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 4}",07e26d7ea29742f86de3328b60a6d869b4f07c2b4197ace85bd8d8e09b537e90,1772614825.197
227,E1,deepseek,deepseek,0.900,"Operator is E1, has_error is false, code_density=0.88, prior stats show deepseek has the highest mean score (-2091.80) and 0 fail counts for E1, explore_score=0 so no exploratory doubao bonus, deepsee",30,True,-2091.800000,3908.200000,"{""operator"": ""E1"", ""n_chars"": 2045, ""n_lines"": 36, ""code_density"": 0.88, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 22}",904d1c09fb1c359c77f7b05fbd8412d6e0bd49f7a21cd798b48be40cda247a03,1772614867.542
227,E1,deepseek,deepseek,0.950,"Key signals: Operator is E1, deepseek has the highest prior mean score (-2091.80) and 0 fail counts for E1 tasks; code density 0.88 grants qwen a density bonus but its prior performance is lower than ",30,True,-2091.800000,3908.200000,"{""operator"": ""E1"", ""n_chars"": 2045, ""n_lines"": 36, ""code_density"": 0.88, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 22}",904d1c09fb1c359c77f7b05fbd8412d6e0bd49f7a21cd798b48be40cda247a03,1772614876.501
229,E2,doubao,doubao,0.900,"Operator E2 grants a +80 score boost to doubao; doubao has 0 prior failure counts for operator E2 and receives a +150 cost bonus; code density is 0.88, and doubao's combined weighted scores outperform",30,True,-2091.800000,3908.200000,"{""operator"": ""E2"", ""n_chars"": 2168, ""n_lines"": 37, ""code_density"": 0.88, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 22}",e00b6a058959cdf08f84056cd2a7a2f0c7da1a5ae0c78e3e7304b38e62e11287,1772614932.516
229,E2,doubao,doubao,0.950,"Operator is E2 which grants a +80 weight boost to doubao; doubao has the highest prior mean score (-2276.57) with 0 fail counts for E2, leading to a stronger w_prior term; receives a +150 cost weight ",30,True,-2091.800000,3908.200000,"{""operator"": ""E2"", ""n_chars"": 2168, ""n_lines"": 37, ""code_density"": 0.88, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 22}",e00b6a058959cdf08f84056cd2a7a2f0c7da1a5ae0c78e3e7304b38e62e11287,1772614934.221
231,M1,deepseek,deepseek,0.950,"Operator is M1, n_chars=1207 <1500 and code_density=0.4 <0.5 which excludes doubao; deepseek has a higher prior mean score for M1 operator and receives the operator-specific boost; no errors are prese",30,True,-5000.000000,1000.000000,"{""operator"": ""M1"", ""n_chars"": 1207, ""n_lines"": 24, ""code_density"": 0.4, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 10}",bab42cfa3b2e725289f1901b3180b0bc15c250fbce3a7558ffc2434e3da6442e,1772614963.084
231,M1,deepseek,deepseek,0.950,"Key signals: 1) Operator is M1 with n_chars=1207 <1500 and code_density=0.4 <0.5, which excludes doubao per routing policy. 2) Prior stats for M1 show deepseek has a higher mean score (-2616.50) than ",30,True,-5000.000000,1000.000000,"{""operator"": ""M1"", ""n_chars"": 1207, ""n_lines"": 24, ""code_density"": 0.4, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 10}",bab42cfa3b2e725289f1901b3180b0bc15c250fbce3a7558ffc2434e3da6442e,1772614963.200
233,M2,deepseek,deepseek,0.950,Operator M2 grants a +100 weight boost to deepseek; n_chars=1239 <1500 and code_density=0.4 <0.5 exclude doubao per hard constraints; task involves local code patching aligning with deepseek's debuggi,30,True,-5000.000000,1000.000000,"{""operator"": ""M2"", ""n_chars"": 1239, ""n_lines"": 24, ""code_density"": 0.4, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 10}",ab988b2a3719c41e8b0d8553a56f0616f3408cdd0b0da840c39042d8bc9ab743,1772614991.506
233,M2,deepseek,deepseek,0.950,"1. Operator is M2, triggering the M1/M2 operator-specific boost for deepseek and the doubao exclusion rule (n_chars=1239 <1500 AND code_density=0.4 <0.5 for M2 operator). 2. Tie-breaking rule applies ",30,True,-5000.000000,1000.000000,"{""operator"": ""M2"", ""n_chars"": 1239, ""n_lines"": 24, ""code_density"": 0.4, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 10}",ab988b2a3719c41e8b0d8553a56f0616f3408cdd0b0da840c39042d8bc9ab743,1772614994.704
235,E1,deepseek,deepseek,0.950,has_error is false so no forced debug selection; operator E1 has deepseek with the highest prior mean score (-2091.80) and 0 fail counts; code density 0.88 grants qwen a +250 density boost but does no,30,True,-2091.800000,3908.200000,"{""operator"": ""E1"", ""n_chars"": 2045, ""n_lines"": 36, ""code_density"": 0.88, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 22}",904d1c09fb1c359c77f7b05fbd8412d6e0bd49f7a21cd798b48be40cda247a03,1772615029.418
235,E1,deepseek,deepseek,0.900,"Operator is E1, deepseek has the highest prior mean score (-2091.80) with 0 fail counts for E1 tasks; explore_score is 0 so no doubao exploration bonus; code_density (0.88) does not trigger qwen-only ",30,True,-5000.000000,1000.000000,"{""operator"": ""E1"", ""n_chars"": 2045, ""n_lines"": 36, ""code_density"": 0.88, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 22}",904d1c09fb1c359c77f7b05fbd8412d6e0bd49f7a21cd798b48be40cda247a03,1772615042.018
237,E2,doubao,doubao,0.900,Key signals include: operator E2 which grants doubao a +80 w_op boost; doubao has 0 fail count and a higher mean prior score than deepseek and qwen; doubao receives a +150 w_cost bonus; n_chars 2168 i,30,True,-2733.200000,3266.800000,"{""operator"": ""E2"", ""n_chars"": 2168, ""n_lines"": 37, ""code_density"": 0.88, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 22}",e00b6a058959cdf08f84056cd2a7a2f0c7da1a5ae0c78e3e7304b38e62e11287,1772615086.793
237,E2,doubao,doubao,0.900,"Operator E2 grants +80 score boost to doubao; prior stats show doubao has highest mean score (-2230.37) and 0 fail counts for E2, with deepseek facing higher penalty from 3 fail counts; code_density 0",30,True,-2091.800000,3908.200000,"{""operator"": ""E2"", ""n_chars"": 2182, ""n_lines"": 37, ""code_density"": 0.84, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 21}",97c330d6743bbe70c34a9e30f6aa5e71515965b6e3905c538999762e3260d9d0,1772615111.393
238,M1,deepseek,deepseek,0.950,Operator M1 grants a +100 weighted boost to deepseek; n_chars=1207 <1500 and code_density=0.4 <0.5 exclude doubao per routing policy; deepseek has a higher prior mean score (-2738.73) than qwen (-3006,30,True,-2091.800000,3908.200000,"{""operator"": ""M1"", ""n_chars"": 1207, ""n_lines"": 24, ""code_density"": 0.4, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 10}",bab42cfa3b2e725289f1901b3180b0bc15c250fbce3a7558ffc2434e3da6442e,1772615115.821
240,M1,deepseek,deepseek,0.950,"Excluded doubao per hard constraint: operator M1, n_chars <1500, code_density <0.5. Deepseek has higher prior mean score (-2738.73) than qwen (-3006.20) for M1 operator, and receives a +100 operator-s",30,True,-2091.800000,3908.200000,"{""operator"": ""M1"", ""n_chars"": 1207, ""n_lines"": 24, ""code_density"": 0.4, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 10}",bab42cfa3b2e725289f1901b3180b0bc15c250fbce3a7558ffc2434e3da6442e,1772615142.381
241,M2,qwen,qwen,0.950,"Operator M2, qwen has higher prior mean score (-3200.32) than deepseek (-4418.36) for this operator; n_chars=1253 and code_density=0.36 trigger hard constraint excluding doubao; has_error=false and fi",30,True,-5000.000000,1000.000000,"{""operator"": ""M2"", ""n_chars"": 1253, ""n_lines"": 24, ""code_density"": 0.36, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 9}",6d6ab00207d0ef5d0676c34027ed4cecb971a083274efba053c47a7685112bbb,1772615210.331
241,M2,qwen,qwen,0.900,1. Operator M2 with n_chars=1239 <1500 and code_density=0.4 <0.5 excludes doubao per routing policy; 2. Qwen has higher prior mean score (-3200.32) than deepseek (-4418.36) for M2 operator; 3. has_err,30,True,-2091.800000,3908.200000,"{""operator"": ""M2"", ""n_chars"": 1239, ""n_lines"": 24, ""code_density"": 0.4, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 10}",ab988b2a3719c41e8b0d8553a56f0616f3408cdd0b0da840c39042d8bc9ab743,1772615222.387
243,E1,deepseek,deepseek,0.900,"Operator is E1, prior statistics show deepseek has the highest mean score (-2414.93) and 0 failures for E1 tasks, code density is 0.8, no errors present",30,True,-5000.000000,1000.000000,"{""operator"": ""E1"", ""n_chars"": 2073, ""n_lines"": 36, ""code_density"": 0.8, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 20}",9147550dbb4cd1fe1982010b5567976a34acfcc98aea4e14f141ee027388fa2c,1772615250.448
243,E1,deepseek,deepseek,0.900,"Cited signals: 1) Operator is E1, 2) Prior stats show deepseek has the highest mean score (-2414.93) and zero fail counts for E1 tasks, 3) explore_score and fix_score are 0 with no exploration or patc",30,True,-5000.000000,1000.000000,"{""operator"": ""E1"", ""n_chars"": 2059, ""n_lines"": 36, ""code_density"": 0.84, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 21}",d5f2144e3990caa13eb5da051b933253aad8bd6499515660024858f749e71f66,1772615259.047
245,E2,doubao,doubao,0.900,Operator E2 grants a +80 boost to doubao; doubao receives a +150 low-cost bonus; prior stats show doubao has fail_count=0 and a higher mean score than other backends; n_chars=2210 and code_density=0.7,30,True,-2091.800000,3908.200000,"{""operator"": ""E2"", ""n_chars"": 2210, ""n_lines"": 37, ""code_density"": 0.76, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 19}",fd7498aaddd5f18097510b8426324997c4629f915c598dde22739c8a9e9b5061,1772615314.955
245,E2,doubao,doubao,0.900,"Key signals include operator E2 (grants doubao +80 w_op boost), explore_score=0, n_chars=2182, code_density=0.84; doubao has prior stats with fail count 0, receives +150 cost boost, and no hard constr",30,True,-2091.800000,3908.200000,"{""operator"": ""E2"", ""n_chars"": 2182, ""n_lines"": 37, ""code_density"": 0.84, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 21}",dabdfd5b309c2b889324e2a1500c25e5c82f7223d0889787a92c90c096004467,1772615319.915
247,M1,deepseek,deepseek,0.950,"1. Operator is M1 which grants a +100 scoring boost to deepseek; 2. Doubao is excluded per constraint: operator M1, n_chars <1500 (1207), and code_density <0.5 (0.4); 3. Prior stats show deepseek has ",30,True,-5000.000000,1000.000000,"{""operator"": ""M1"", ""n_chars"": 1207, ""n_lines"": 24, ""code_density"": 0.4, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 10}",bab42cfa3b2e725289f1901b3180b0bc15c250fbce3a7558ffc2434e3da6442e,1772615343.854
247,M1,deepseek,deepseek,0.950,"Key signals: 1) Operator is M1, which grants a +100 weight boost to deepseek per routing policy; 2) n_chars=1207 <1500 and code_density=0.4 <0.5, triggering exclusion of doubao per hard constraints; 3",30,True,-5000.000000,1000.000000,"{""operator"": ""M1"", ""n_chars"": 1207, ""n_lines"": 24, ""code_density"": 0.4, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 10}",bab42cfa3b2e725289f1901b3180b0bc15c250fbce3a7558ffc2434e3da6442e,1772615350.524
249,M2,qwen,qwen,0.900,"Key signals: 1) Operator is M2, so deepseek gets operator-specific boost, but prior stats show qwen has the highest mean score (-3219.52) for M2 among all backends. 2) All backends have 0 fail counts ",30,True,-2091.800000,3908.200000,"{""operator"": ""M2"", ""n_chars"": 1632, ""n_lines"": 33, ""code_density"": 0.44, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 11}",9c33c83e04b58e49756d56a5438e576afdc0e9e15a2d447dd6819cfd74de8ca3,1772615417.540
249,M2,qwen,qwen,0.900,"Operator M2, n_chars=1239 <1500 and code_density=0.4 <0.5 exclude doubao per hard constraint; has_error=false so no debug priority for deepseek; prior stats show qwen has higher mean score (-3219.52) ",30,True,-2091.800000,3908.200000,"{""operator"": ""M2"", ""n_chars"": 1239, ""n_lines"": 24, ""code_density"": 0.4, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 10}",ab988b2a3719c41e8b0d8553a56f0616f3408cdd0b0da840c39042d8bc9ab743,1772615433.180
251,E1,doubao,doubao,0.900,Operator is E1 granting a +80 boost to doubao; doubao has the highest prior mean score (-2738.57) and 0 fail counts for the E1 operator; doubao receives the +150 low-cost bonus; n_chars (2301) and cod,30,True,-2091.800000,3908.200000,"{""operator"": ""E1"", ""n_chars"": 2301, ""n_lines"": 40, ""code_density"": 0.88, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 22}",9c7ce31c95ab98457fdd290c3e992a04a6dbc6b3b3324677ae048bb2242d6c45,1772615467.918
252,E1,doubao,doubao,0.900,"Operator is E1 granting +80 doubao weight boost, doubao has the highest prior mean score (-2738.57) with zero fail counts for E1, n_chars=2073 and code_density=0.8 do not trigger any doubao exclusion ",30,True,-2091.800000,3908.200000,"{""operator"": ""E1"", ""n_chars"": 2073, ""n_lines"": 36, ""code_density"": 0.8, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 20}",9147550dbb4cd1fe1982010b5567976a34acfcc98aea4e14f141ee027388fa2c,1772615492.626
253,E2,deepseek,deepseek,0.900,"Key signals include operator E2, has_error=false, n_chars=2196, code_density=0.8, and prior performance stats showing deepseek has the highest mean score (-836.72) for E2 operator, outperforming qwen ",30,True,-2091.800000,3908.200000,"{""operator"": ""E2"", ""n_chars"": 2196, ""n_lines"": 37, ""code_density"": 0.8, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 20}",7220e730e31d31771df9824a4585444ba9704c04fc06829eddf0b6965b275187,1772615510.344
254,M1,deepseek,deepseek,0.900,Operator is M1 which grants a +100 weighted boost to deepseek; hard constraint excludes doubao as M1 task has n_chars=1335 <1500 and code_density=0.4 <0.5; prior stats show deepseek has higher mean sc,30,True,-2091.800000,3908.200000,"{""operator"": ""M1"", ""n_chars"": 1335, ""n_lines"": 26, ""code_density"": 0.4, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 10}",8206cb246aa39fd5461a9907b9e3f2c3d7f509f9c44988b1b93f2f00f8ce05db,1772615536.678
254,E2,doubao,doubao,0.900,"Operator is E2 which grants +80 doubao weight; doubao has 0 fail counts and a higher mean prior score than deepseek and qwen, plus +150 from low cost; n_chars=2424 does not trigger any doubao exclusio",30,True,-2626.400000,3373.600000,"{""operator"": ""E2"", ""n_chars"": 2424, ""n_lines"": 41, ""code_density"": 0.88, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 22}",aec6ab9d7f4c53410120db53121aa9f08896fce2d3101ba2bb0fbd81e539e32c,1772615554.988
256,M1,deepseek,deepseek,0.900,Operator is M1 which grants a +100 weight boost to deepseek; n_chars=1221 <1500 and code_density=0.36 <0.5 triggers hard constraint to exclude doubao; prior stats for M1 show deepseek has a higher mea,30,True,-5000.000000,1000.000000,"{""operator"": ""M1"", ""n_chars"": 1221, ""n_lines"": 24, ""code_density"": 0.36, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 9}",e2ecf6b2f3642f9cbd7eb0050fc7acc459dcffef14ea35a550374222ba60255e,1772615582.250
256,M2,qwen,qwen,0.950,"Operator M2, n_chars=1367 and code_density=0.4 trigger hard constraint excluding doubao; qwen has higher prior mean score for M2 tasks than deepseek, with no active bonuses for other backends.",30,True,-2091.800000,3908.200000,"{""operator"": ""M2"", ""n_chars"": 1367, ""n_lines"": 26, ""code_density"": 0.4, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 10}",181bf66281d5dbc0a64793aaf9db39bac647e2d016d15a0787dca2860e5532e0,1772615622.799
257,M2,qwen,qwen,0.950,"Excluded doubao per hard constraints: operator M2, n_chars <1500, code_density <0.5, and doubao's prior mean score < -2500. Qwen has higher prior mean score (-3160.16) than deepseek (-4418.36) despite",30,True,-5000.000000,1000.000000,"{""operator"": ""M2"", ""n_chars"": 1253, ""n_lines"": 24, ""code_density"": 0.36, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 9}",6d6ab00207d0ef5d0676c34027ed4cecb971a083274efba053c47a7685112bbb,1772615662.009
258,E1,doubao,doubao,0.950,"Operator E1 grants +80 doubao boost, doubao has the highest prior mean score (-2576.88) with 0 fail counts for E1, receives +150 low cost weighting, no hard constraints exclude doubao for this task",30,True,-2511.000000,3489.000000,"{""operator"": ""E1"", ""n_chars"": 2301, ""n_lines"": 40, ""code_density"": 0.88, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 22}",9c7ce31c95ab98457fdd290c3e992a04a6dbc6b3b3324677ae048bb2242d6c45,1772615669.442
260,E1,qwen,qwen,0.950,"Key signals include code_density=0.92 (>0.9), n_chars=2213 (>2000), and operator E1. Per the routing policy's hard constraints, high code density (>0.9) combined with n_chars>2000 requires qwen for co",30,True,-5000.000000,1000.000000,"{""operator"": ""E1"", ""n_chars"": 2213, ""n_lines"": 38, ""code_density"": 0.92, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 23}",a19c51920f5d218ef86cc23f459d27a9c0afd69d13789ac2938b9147c32e165d,1772615724.860
260,E2,doubao,doubao,0.900,Operator E2 grants a +80 boost to doubao via w_op weight; doubao has 0 prior failures and favorable mean score after accounting for deepseek's 3 failure penalties; has_error is false eliminating debug,30,True,-2626.400000,3373.600000,"{""operator"": ""E2"", ""n_chars"": 2296, ""n_lines"": 39, ""code_density"": 0.88, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 22}",29934b4803d09ea967b4d4fd7372de0824888ab3aa398b3c7fbdc4aa13eea393,1772615739.709
262,M1,deepseek,deepseek,0.900,Key signals: Operator is M1 which grants +100 deepseek weight; doubao is excluded per M1 prior mean score < -2500 and n_chars <1500 + code_density <0.5; task aligns with deepseek's patching/local edit,30,True,-2091.800000,3908.200000,"{""operator"": ""M1"", ""n_chars"": 1221, ""n_lines"": 24, ""code_density"": 0.36, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 9}",e2ecf6b2f3642f9cbd7eb0050fc7acc459dcffef14ea35a550374222ba60255e,1772615768.725
263,E2,doubao,doubao,0.900,"Operator E2 grants +80 weight boost to doubao via w_op; prior stats for doubao on E2 have 0 fail counts and higher mean score (-2267.54) than qwen and deepseek, leading to a stronger w_prior; low cost",30,True,-2091.800000,3908.200000,"{""operator"": ""E2"", ""n_chars"": 2310, ""n_lines"": 39, ""code_density"": 0.84, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 21}",2cb54436875b45a0c9c80c0e067cfd84f6f90c1951fbcb9609b1f4d1ed705c56,1772615846.985
263,M2,qwen,qwen,0.950,"1. Operator is M2, n_chars=1367 <1500 and code_density=0.4 <0.5 → exclude doubao per hard constraints; 2. Prior stats for qwen on M2 have higher mean score (-3179.45) than deepseek (-4418.36), leading",30,True,-2091.800000,3908.200000,"{""operator"": ""M2"", ""n_chars"": 1367, ""n_lines"": 26, ""code_density"": 0.4, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 10}",181bf66281d5dbc0a64793aaf9db39bac647e2d016d15a0787dca2860e5532e0,1772615852.265
265,M1,deepseek,deepseek,0.950,"Cited signals: operator is M1 which grants +100 w_op boost to deepseek, n_chars=1207 <1500 and code_density=0.4 <0.5 exclude doubao per routing policy, prior stats for M1 show deepseek has higher mean",30,True,-2091.800000,3908.200000,"{""operator"": ""M1"", ""n_chars"": 1207, ""n_lines"": 24, ""code_density"": 0.4, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 10}",bab42cfa3b2e725289f1901b3180b0bc15c250fbce3a7558ffc2434e3da6442e,1772615876.670
265,E1,qwen,qwen,0.950,"Triggered by hard constraint: code_density=0.96 (>0.9) and n_chars=2381 (>2000) requiring qwen for complex restructuring. Additional signals: operator is E1, has_error=false, and high code density ali",30,True,-5000.000000,1000.000000,"{""operator"": ""E1"", ""n_chars"": 2381, ""n_lines"": 40, ""code_density"": 0.96, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 24}",1a21430395ad953738d08e7f63ec146c85d4feadea246a4a09ef48e7b1c60963,1772615914.555
266,M2,qwen,qwen,0.950,Excluded doubao per hard constraint for M2 operator with n_chars <1500 and code_density <0.5. Qwen has a higher prior mean score (-3152.92) than deepseek (-4418.36) for M2 tasks. The M2-specific +100 ,30,False,,-1.000000,"{""operator"": ""M2"", ""n_chars"": 1239, ""n_lines"": 24, ""code_density"": 0.4, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 10}",ab988b2a3719c41e8b0d8553a56f0616f3408cdd0b0da840c39042d8bc9ab743,1772615957.399
