step,operator,backend,backend_label,confidence,reason,policy_version,ok,score,reward,improve,prev_best,signals_json,prompt_sha256,time
66,E1,deepseek,A,0.920,Operator E1 with code_density=1.0 and n_chars=3967>2200 triggers the hard constraint to avoid B; explore_score=0 eliminates a boost for C's exploratory strengths; A's high reliability and strengths in,3,True,-5000.000000,-4.346426,0.000000,-2091.800000,"{""operator"": ""E1"", ""n_chars"": 3967, ""n_lines"": 76, ""code_density"": 1.0, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 32}",7b86d9806d522089fbd1552d7d06b1bd2e509f0305722710ff28dff5ba304608,1772714458.919
66,E1,deepseek,A,0.850,Operator E1 with code_density=1.0 and n_chars=4021>2200 avoids backend B; A has high reliability suitable for structured code tasks; explore_score=0 prevents boosting unstable exploratory backend C.,3,True,-2095.400000,0.915817,0.000000,-2091.800000,"{""operator"": ""E1"", ""n_chars"": 4021, ""n_lines"": 73, ""code_density"": 1.0, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 34}",705c0622d0555fd3619a5ce639d407b30d4c20666b149f0bd37517eb876ed2a6,1772714464.939
68,E2,deepseek,A,0.920,"Operator E2 has code_density=1.0 (>0.95) and n_chars=4144 (>2300), triggering avoidance of B per the new routing rule; explore_score=0 eliminates C's exploratory boost, and A's strengths in reliable c",3,True,-2095.400000,0.757641,0.000000,-2091.800000,"{""operator"": ""E2"", ""n_chars"": 4144, ""n_lines"": 74, ""code_density"": 1.0, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 34}",d9ecbcb21732c5b4e890df7d52c9e9c8b548ab085ab5d8f30e8ad14abd47df51,1772714493.400
68,E2,deepseek,A,0.870,Operator E2 with code_density=1.0 (>0.95) and n_chars=4867 (>2300) triggers avoidance of backend B; explore_score=0 eliminates boost for exploratory backend C; backend A's high reliability makes it id,3,True,-2091.800000,0.706951,0.000000,-2091.800000,"{""operator"": ""E2"", ""n_chars"": 4867, ""n_lines"": 84, ""code_density"": 1.0, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 37}",79c5d8c6091b6f085dbbf34ef96eeccef24c78973a23bddda3d75e27a9d28ee1,1772714499.844
70,M1,deepseek,A,0.900,"Avoided C per hard constraint for operator M1 (n_chars=1625>1200, code_density=0.48<0.5); task requires local code patching which aligns with A's strengths; explore_score=0 eliminates need for explora",3,True,-4987.800000,-5.032954,0.000000,-2091.800000,"{""operator"": ""M1"", ""n_chars"": 1625, ""n_lines"": 35, ""code_density"": 0.48, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 12}",4f2bade1a65f7a7de904af636534d639d0a7bfd99989d5d303247c0195a849cb,1772714527.880
70,M1,deepseek,A,0.900,"Operator M1, n_chars=1734>1400, code_density=0.52<0.6, markers=13<15 penalize backend C; task requires local code modification matching backend A's patching/local edit strengths; high reliability.",3,True,-2113.600000,0.836557,0.000000,-2091.800000,"{""operator"": ""M1"", ""n_chars"": 1734, ""n_lines"": 35, ""code_density"": 0.52, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 13}",3c99622b1e8475d9b48de4ed3e39d36116f9996dfc414bec051b644c4a401f89,1772714535.912
72,M2,deepseek,A,0.950,"Operator M2 with n_chars=1657 and code_density=0.48 triggers avoidance of backend C; the task requires local code edits and patching, matching backend A's strengths in debugging and local modification",3,True,-5000.000000,-4.250190,0.000000,-2091.800000,"{""operator"": ""M2"", ""n_chars"": 1657, ""n_lines"": 35, ""code_density"": 0.48, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 12}",479abc44885fccda95c117523eba16428fd9e94e920eaf7d311a1e900f83e746,1772714561.291
73,M2,deepseek,A,0.800,"Signals include operator M2, n_chars=2325, code_density=0.64; backend A excels at local code edits and has high reliability, making it suitable for modifying the existing priority function.",3,True,-2091.800000,1.133791,0.000000,-2091.800000,"{""operator"": ""M2"", ""n_chars"": 2325, ""n_lines"": 42, ""code_density"": 0.64, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 16}",5086944c655f514e5c1d8b9616129612cc778003078906087f806d0db68df1e1,1772714585.955
74,E1,doubao,C,0.900,"Operator E1, code_density=1.0 and n_chars=4076>2200 trigger avoidance of backend B; the task of generating a new priority function aligns with C's fast exploration and variant generation strengths; fi",3,True,-2091.800000,1.188353,0.000000,-2091.800000,"{""operator"": ""E1"", ""n_chars"": 4076, ""n_lines"": 76, ""code_density"": 1.0, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 33}",c257338b482acacd3bf49afcba0b54aebee5cda1b8c770a14927203387c0b56b,1772714628.134
74,E1,deepseek,A,0.900,"Operator E1 with code_density=1.0 and n_chars=4021>2200 triggers the hard constraint to avoid backend B. The task involves working with existing code snippets, aligning with backend A's strengths in l",3,True,-2095.400000,0.827502,0.000000,-2091.800000,"{""operator"": ""E1"", ""n_chars"": 4021, ""n_lines"": 73, ""code_density"": 1.0, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 34}",7924819ea14024cebc6258fb7988a08f8803f37423de1a4f73a2fa94e6a94311,1772714637.459
76,E2,deepseek,A,0.910,Hard constraint triggered: operator E2 with code_density=1.0 (>0.95) and n_chars=4144 (>2300) excludes B; explore_score=0 removes boost for C's exploratory strengths; A's high reliability makes it ide,3,False,,-3.000000,0.000000,-2091.800000,"{""operator"": ""E2"", ""n_chars"": 4144, ""n_lines"": 74, ""code_density"": 1.0, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 34}",7d87aabfa99ed472b242e5317214831816f9a24d96e91725f732e893ff20417b,1772714656.791
77,E2,deepseek,A,0.900,"Cited signals: operator E2, code_density=1.0, n_chars=3483; Per hard constraint, avoid B due to E2 with high code density and long character count. Backend A has high reliability and excels at local c",3,True,-2095.400000,0.645560,0.000000,-2091.800000,"{""operator"": ""E2"", ""n_chars"": 3483, ""n_lines"": 66, ""code_density"": 1.0, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 30}",47bce7547e30e63eeebecb9908887b129288e38a700725e802b02dfdc9bf8cd2,1772714682.890
77,M1,deepseek,A,0.900,"Operator M1, task requires modifying existing code matching backend A's strengths in local edits and patching; code density 0.64 does not meet B's long-context threshold, and explore_score 0 eliminate",3,True,-2091.800000,0.808425,0.000000,-2091.800000,"{""operator"": ""M1"", ""n_chars"": 2293, ""n_lines"": 42, ""code_density"": 0.64, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 16}",cf9aa98c34f7796f9fb2f5d36464ed3380aca3c0c9094bedbffeac946a156d08,1772714698.051
79,M1,deepseek,A,0.900,"Key signals include operator M1, n_chars=1734 >1400 and markers=13 <15 which penalize backend C; the task requires modifying existing code, which matches backend A's strengths in local edits and patch",3,True,-2113.600000,0.747972,0.000000,-2091.800000,"{""operator"": ""M1"", ""n_chars"": 1734, ""n_lines"": 35, ""code_density"": 0.52, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 13}",3c99622b1e8475d9b48de4ed3e39d36116f9996dfc414bec051b644c4a401f89,1772714725.110
79,M2,deepseek,A,0.950,"Operator M2 with n_chars=1787>1200 and code_density=0.48<0.5 triggers avoidance of C; the task modifies existing code, aligning with A's strengths of local edits and patching",3,True,-4150.200000,-0.525759,0.000000,-2091.800000,"{""operator"": ""M2"", ""n_chars"": 1787, ""n_lines"": 42, ""code_density"": 0.48, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 12}",184a0933999524310469a05841ab7a4dd098d167a7512237411ea0590d6fd188,1772714730.953
81,M2,deepseek,A,0.950,"Operator M2 with n_chars=1602>1400, code_density=0.52<0.6, markers=13<15 penalizes backend C. The task requires local code patching of an existing function, matching backend A's strengths of patching ",3,True,-2095.400000,1.116073,0.000000,-2091.800000,"{""operator"": ""M2"", ""n_chars"": 1602, ""n_lines"": 32, ""code_density"": 0.52, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 13}",de28de39fe55a99ae848a57ae7b363ed95e16399a14a6a43a2aded51b3c06609,1772714754.350
82,E1,deepseek,A,0.920,"Hard constraint for operator E1: code_density=1.0 and n_chars=3967>2200 eliminates backend B; backend A has high reliability and strengths in code implementation, fitting the task since explore_score=",3,True,-5000.000000,-4.430143,0.000000,-2091.800000,"{""operator"": ""E1"", ""n_chars"": 3967, ""n_lines"": 76, ""code_density"": 1.0, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 32}",7b86d9806d522089fbd1552d7d06b1bd2e509f0305722710ff28dff5ba304608,1772714772.572
83,E1,deepseek,A,0.900,"Operator E1 with code_density=1.0 and n_chars=3777 triggers hard constraint avoidance of B; explore_score=0 eliminates C's exploratory boost, and A's high reliability and local edit strengths make it ",3,True,-2091.800000,0.850200,0.000000,-2091.800000,"{""operator"": ""E1"", ""n_chars"": 3777, ""n_lines"": 73, ""code_density"": 1.0, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 32}",ca0181522bd988aee398f214096b57df831c5f47636cba5128f0a1e6409e0369,1772714794.070
84,E2,doubao,C,0.850,"Operator E2 triggers the B avoidance rule due to code_density=1.0 and n_chars=4623>2300, markers=35 indicate rich structural context, and the task requires exploratory variant generation matching C's ",3,True,-3734.800000,-0.856624,0.000000,-2091.800000,"{""operator"": ""E2"", ""n_chars"": 4623, ""n_lines"": 84, ""code_density"": 1.0, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 35}",42c307f5f22927bf8b007358356a42bbad6d8263f68ad2d43b018c486586acd1,1772714855.830
84,E2,doubao,C,0.850,"Signals include operator E2, code_density 1.0 > 0.95 and n_chars 3443 > 2300 which trigger avoidance of backend B; the task of creating a novel, distinct algorithm aligns with C's core strength of fas",3,True,-2092.800000,0.718435,0.000000,-2091.800000,"{""operator"": ""E2"", ""n_chars"": 3443, ""n_lines"": 67, ""code_density"": 1.0, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 28}",4cb9f3aba8b6b930b3ea115f5fcab121dee091de97fbae1da2c90970ee9726a6,1772714892.610
85,M1,deepseek,A,0.900,"Operator M1 with n_chars=1734 >1400, code_density=0.52 <0.6, markers=13 <15 penalizes backend C per policy; the task involves modifying existing code, matching backend A's strengths in local edits and",3,True,-2113.600000,0.714026,0.000000,-2091.800000,"{""operator"": ""M1"", ""n_chars"": 1734, ""n_lines"": 35, ""code_density"": 0.52, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 13}",3c99622b1e8475d9b48de4ed3e39d36116f9996dfc414bec051b644c4a401f89,1772714896.596
87,M1,deepseek,A,0.920,"Operator M1 triggers the new C penalty with n_chars>1400, code_density<0.6, markers<15; the task involves local code modification aligning with A's strengths in patching/edits; A has high reliability ",3,True,-2113.600000,0.684389,0.000000,-2091.800000,"{""operator"": ""M1"", ""n_chars"": 1734, ""n_lines"": 35, ""code_density"": 0.52, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 13}",3c99622b1e8475d9b48de4ed3e39d36116f9996dfc414bec051b644c4a401f89,1772714931.781
87,M2,deepseek,A,0.950,"Operator M2 with n_chars=1664>1200 and code_density=0.48<0.5 avoids backend C; the task requires modifying existing code, matching backend A's strengths in patching and local edits",3,True,-2099.400000,1.042230,0.000000,-2091.800000,"{""operator"": ""M2"", ""n_chars"": 1664, ""n_lines"": 34, ""code_density"": 0.48, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 12}",c7cb3e67458d8c9856242a9818347d8232defe7e5757e70461802fe38faf1c33,1772714937.763
89,M2,deepseek,A,0.900,"Operator is M2, n_chars=1766 >1400, code_density=0.52 <0.6, markers=13 <15 which penalizes C; task requires local edits to existing code, matching A's strengths in debugging and local modifications.",3,True,-5000.000000,-4.323817,0.000000,-2091.800000,"{""operator"": ""M2"", ""n_chars"": 1766, ""n_lines"": 35, ""code_density"": 0.52, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 13}",30dc658958f3c5feee4b919d34729939ff50e21924f23a5c1f92e94f022e7cf8,1772714969.619
89,E1,doubao,C,0.900,Hard constraint eliminates B for E1 when code_density>0.9 and n_chars>2200; task requires generating a novel algorithm aligning with C's strength in generating variants; prior stats show zero failed r,3,True,-2648.200000,0.602841,0.000000,-2091.800000,"{""operator"": ""E1"", ""n_chars"": 3867, ""n_lines"": 68, ""code_density"": 1.0, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 34}",8d199c114501ef14fd7645c8d70837c72306e3acb51a9c29aa3efe40b3bf6620,1772714994.887
91,E1,deepseek,A,0.900,"Operator E1, n_chars 3020 exceeding 2200 and code density 1.0 trigger avoidance of backend B; explore_score 0 means C gets no exploratory boost, and A's high reliability profile makes it the optimal c",3,True,-2091.800000,0.818507,0.000000,-2091.800000,"{""operator"": ""E1"", ""n_chars"": 3020, ""n_lines"": 66, ""code_density"": 1.0, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 28}",933667b2d236f79267938f17ce0c8b8f829483d450d953d71e45ff99fc5301a9,1772715019.652
92,E2,deepseek,A,0.850,"Key signals: operator E2, code_density=1.0 (>0.95) and n_chars=3307 (>2300) which trigger avoidance of backend B; has_error=false and fix_score=0 mean no boost for backend A's fix-focused traits. Back",3,True,-5000.000000,-5.085778,0.000000,-2091.800000,"{""operator"": ""E2"", ""n_chars"": 3307, ""n_lines"": 70, ""code_density"": 1.0, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 28}",a60751878c98798a64676cd95f50ef5d55e2142f38e60fc157aa7720bb786dc6,1772715042.012
92,E2,deepseek,A,0.920,Triggered E2-specific avoid B rule due to code_density>0.95 and n_chars>2300; explore_score=0 eliminates C's exploration boost; A's high reliability suits this code implementation task.,3,True,-2095.400000,0.731584,0.000000,-2091.800000,"{""operator"": ""E2"", ""n_chars"": 3483, ""n_lines"": 66, ""code_density"": 1.0, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 30}",47bce7547e30e63eeebecb9908887b129288e38a700725e802b02dfdc9bf8cd2,1772715057.230
94,M1,deepseek,A,0.910,"Operator M1 with n_chars=1632>1200 and code_density=0.48<0.5 triggers avoidance of backend C; the task requires modifying existing code via local edits/patching, which aligns with A's core strengths o",3,True,-2099.400000,0.671729,0.000000,-2091.800000,"{""operator"": ""M1"", ""n_chars"": 1632, ""n_lines"": 34, ""code_density"": 0.48, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 12}",e075fa4c4d1eea1394bc7c0592595a2dad3976c2dae4ef3ae23c54cdbf9bc0d8,1772715080.616
94,M1,deepseek,A,0.950,"Operator M1 has n_chars=1536>1200 and code_density=0.48<0.5, triggering avoidance of backend C. The task requires modifying existing code to implement a new function, matching backend A's strengths in",3,True,-4798.800000,-1.982047,0.000000,-2091.800000,"{""operator"": ""M1"", ""n_chars"": 1536, ""n_lines"": 35, ""code_density"": 0.48, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 12}",656a0560d2e489647584d2690118dfd98fd73719d18fb3a6be127078742e6e23,1772715092.405
96,M2,deepseek,A,0.900,"Signals include operator M2, n_chars=1568 >1200 and code_density=0.48 <0.5 which triggers avoiding C per hard constraints; the task requires local code patching which aligns with A's strengths in debu",3,True,-4987.800000,-4.184304,0.000000,-2091.800000,"{""operator"": ""M2"", ""n_chars"": 1568, ""n_lines"": 35, ""code_density"": 0.48, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 12}",14fffbb1f5d988932b1d148563ab901ec71934465f73eb28e4cae6719ffe805f,1772715114.078
96,M2,deepseek,A,0.900,"Operator M2 meets the constraint to avoid C (n_chars>1300, code_density<0.45, explore_score<0.3); the task requires local code patching which leverages backend A's strengths in debugging and local edi",3,True,-3616.000000,-0.051051,0.000000,-2091.800000,"{""operator"": ""M2"", ""n_chars"": 1522, ""n_lines"": 35, ""code_density"": 0.44, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 11}",b2aa8e69f2b126729476e2023ea10ca16d31974807ab92fec68c921bdbcce77d,1772715124.784
98,E1,deepseek,A,0.900,"Key signals include operator E1, code_density=1.0 and n_chars=4642 which triggers the hard constraint to avoid B; explore_score=0 eliminates exploratory boost for C; backend A has high reliability and",3,True,-2099.400000,0.781437,0.000000,-2091.800000,"{""operator"": ""E1"", ""n_chars"": 4642, ""n_lines"": 82, ""code_density"": 1.0, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 36}",8ec27c250ee5e5760d835dc5c4c71918476f95fd29947f538fbe4152c46393c6,1772715170.553
98,E1,doubao,C,0.900,"operator E1 with n_chars=3105>2200 and code_density=1.0>0.9 triggers hard constraint to avoid B; current task needs generating a completely new algorithm, which fits C's strengths in fast exploration ",3,True,-5000.000000,-4.388136,0.000000,-2091.800000,"{""operator"": ""E1"", ""n_chars"": 3105, ""n_lines"": 62, ""code_density"": 1.0, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 30}",bad8f6354c1d5fdefbbb1cf7901d22e742171606f02d5a894250a1dfee77d58d,1772715171.440
100,E2,deepseek,A,0.900,Operator E2 with code_density=1.0 and n_chars=3263>2300 triggers avoidance of B per routing policy; explore_score=0 means C's exploratory strengths are unnecessary; A has high reliability for stable c,3,True,-2099.400000,0.698357,0.000000,-2091.800000,"{""operator"": ""E2"", ""n_chars"": 3263, ""n_lines"": 64, ""code_density"": 1.0, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 31}",95954337e2d866a6d8731c7515cbeaeb7999aa2b43df59e4e241f4c115556896,1772715207.869
100,E2,deepseek,A,0.900,Operator E2 with code_density=1.0 and n_chars=4020>2300 triggers the NEW hard constraint to avoid B; explore_score=0 eliminates exploratory boost for C; backend A has high reliability and strengths su,3,True,-3734.800000,-0.775136,0.000000,-2091.800000,"{""operator"": ""E2"", ""n_chars"": 4020, ""n_lines"": 71, ""code_density"": 1.0, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 35}",f7b3a38be1554fae3280068888d21a008ae5627c085dc314d12d0bb822064f2e,1772715212.162
102,M1,deepseek,A,0.900,"Key signals include operator M1, n_chars=1575, code_density=0.52, and explore_score=0; backend A excels at local edits and patching existing code, which fits the task of modifying the provided priorit",3,True,-2091.800000,0.715020,0.000000,-2091.800000,"{""operator"": ""M1"", ""n_chars"": 1575, ""n_lines"": 31, ""code_density"": 0.52, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 13}",2459cb60992f73e98db064b62128c031fbebd4b71b28147c268fee7e2b6ed79e,1772715246.565
101,M1,qwen,B,0.150,epsilon_ucb_explore,3,True,-2098.600000,1.067013,0.000000,-2091.800000,"{""operator"": ""M1"", ""n_chars"": 1536, ""n_lines"": 35, ""code_density"": 0.48, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 12}",35bb608ef02b27160538c574508dd10744b121535269062d195e8867bf4e92ce,1772715264.402
103,M2,deepseek,A,0.900,"Operator M2 with n_chars=1766>1400, code_density=0.52<0.6 and markers=13<15 penalizes backend C; the task requires local code patching which matches backend A's strengths of debugging/patching, with h",3,True,-5000.000000,-4.126938,0.000000,-2091.800000,"{""operator"": ""M2"", ""n_chars"": 1766, ""n_lines"": 35, ""code_density"": 0.52, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 13}",30dc658958f3c5feee4b919d34729939ff50e21924f23a5c1f92e94f022e7cf8,1772715283.477
104,M2,deepseek,A,0.900,"Operator is M2, n_chars=1766 >1400, code_density=0.52 <0.6 and markers=13 <15 which penalizes backend C; the task requires local code patching, aligning with backend A's strengths in local edits and p",3,True,-5000.000000,-4.049120,0.000000,-2091.800000,"{""operator"": ""M2"", ""n_chars"": 1766, ""n_lines"": 35, ""code_density"": 0.52, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 13}",30dc658958f3c5feee4b919d34729939ff50e21924f23a5c1f92e94f022e7cf8,1772715297.931
106,E1,deepseek,A,0.910,"Hard constraint triggered for E1: code_density=1.0>0.9 and n_chars=4039>2200 → avoid B. Backend A has high reliability and strengths in correct code implementation, and C lacks exploration boost here ",3,True,-2099.400000,0.806355,0.000000,-2091.800000,"{""operator"": ""E1"", ""n_chars"": 4039, ""n_lines"": 74, ""code_density"": 1.0, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 32}",6b1a34d690f46d75d30e6703a01a05de1b30a3442a9a8deb1c6b098c592d836e,1772715318.125
106,E1,deepseek,A,0.900,Operator E1 with n_chars=3436 > 2200 and code_density=1.0>0.9 avoids backend B per policy; explore_score=0 eliminates C's exploratory boost; A's high reliability makes it preferable over unstable C.,3,False,,-3.000000,0.000000,-2091.800000,"{""operator"": ""E1"", ""n_chars"": 3436, ""n_lines"": 66, ""code_density"": 1.0, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 28}",4dfd827452cdee799c8df443a7749d99ad23c177936dd9b48fc82b2cde00bc29,1772715332.747
