step,operator,backend,backend_label,confidence,reason,policy_version,ok,score,reward,improve,prev_best,signals_json,prompt_sha256,time
223,UNKNOWN,doubao,C,0.150,epsilon_ucb_explore,4,True,-2091.800000,0.153048,0.000000,-2091.800000,"{""operator"": ""UNKNOWN"", ""n_chars"": 630, ""n_lines"": 15, ""code_density"": 0.16, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 4}",07e26d7ea29742f86de3328b60a6d869b4f07c2b4197ace85bd8d8e09b537e90,1772795651.363
225,E1,deepseek,A,0.150,epsilon_ucb_explore,4,True,-2091.800000,0.468719,0.000000,-2091.800000,"{""operator"": ""E1"", ""n_chars"": 2086, ""n_lines"": 33, ""code_density"": 0.88, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 22}",5f66c34a2748ace8580eaec72f9ff852effed0f9bcbe10d84b59a1ddab3a9e3a,1772795664.123
224,E1,deepseek,A,0.150,epsilon_ucb_explore,4,True,-2091.800000,0.427229,0.000000,-2091.800000,"{""operator"": ""E1"", ""n_chars"": 2136, ""n_lines"": 33, ""code_density"": 0.88, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 22}",5a8e72e733bc195b8dbed4c4e8b7ff51d5c5545e476bdc4d34acae12c856c7cf,1772795666.010
227,E2,qwen,B,0.900,"Operator E2, high code density (0.88) and n_chars=2309 align with backend B's long-context and global restructuring strengths; the task requires restructuring repeated existing code to create a novel ",4,True,-5000.000000,-0.739325,0.000000,-2091.800000,"{""operator"": ""E2"", ""n_chars"": 2309, ""n_lines"": 34, ""code_density"": 0.88, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 22}",6c6ad7518fb70bc9e9fa0150b77d8bbddacdecb25a72da500cecf2a5ce3478c3,1772795735.868
227,E2,qwen,B,0.900,"Operator E2, high code density (0.88) and 2309 characters, requiring global restructuring of existing code to generate a novel algorithm, matching backend B's strengths in global restructuring and lon",4,True,-5000.000000,-0.663270,0.000000,-2091.800000,"{""operator"": ""E2"", ""n_chars"": 2309, ""n_lines"": 34, ""code_density"": 0.88, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 22}",6c6ad7518fb70bc9e9fa0150b77d8bbddacdecb25a72da500cecf2a5ce3478c3,1772795738.946
229,M1,deepseek,A,0.870,"Operator M1, small local code task (n_lines=23, n_chars=1204), no existing errors; backend A excels at local edits and patching with high reliability.",4,True,-5000.000000,-0.313481,0.000000,-2091.800000,"{""operator"": ""M1"", ""n_chars"": 1204, ""n_lines"": 23, ""code_density"": 0.4, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 10}",e0852a0df64b2bf8970ed133f044a6dff684f61b02223712f9a9d485a894a7aa,1772795780.268
229,M1,doubao,C,0.800,"Operator M1 task requires generating a modified variant of existing code, matching backend C's generate variants strength; no active errors so debugging-focused backend A is unnecessary, and n_chars=1",4,True,-2091.800000,0.338442,0.000000,-2091.800000,"{""operator"": ""M1"", ""n_chars"": 1254, ""n_lines"": 23, ""code_density"": 0.4, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 10}",e96dd12f4fad0db36c46ffaf1c9b54bf5908d19be0688bf4148fea631c107514,1772795790.872
230,M2,doubao,C,0.150,epsilon_ucb_explore,4,True,-5000.000000,-0.372027,0.000000,-2091.800000,"{""operator"": ""M2"", ""n_chars"": 1236, ""n_lines"": 23, ""code_density"": 0.4, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 10}",0bb4f6bfccf2019f0559a8a0d1dfa8846585d30b2b4c499cc1c41d53bc17b586,1772795807.218
232,M2,doubao,C,0.900,"Operator M2, task requires generating a modified priority function variant, no active errors present, aligning with backend C's strength in fast exploration and variant generation.",4,True,-2091.800000,0.309596,0.000000,-2091.800000,"{""operator"": ""M2"", ""n_chars"": 1286, ""n_lines"": 23, ""code_density"": 0.4, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 10}",31f56c1b793093612bb95b3ee2ab7da7cc6e0357a87b55b22dd5c8f5db6bb8b6,1772795828.049
233,E1,doubao,C,0.800,"Operator E1 requires generating a novel variant algorithm, markers=22 exceeds the 15 threshold, high code_density=0.88 aligns with backend C's strength of fast exploratory variant generation.",4,True,-2091.800000,0.269035,0.000000,-2091.800000,"{""operator"": ""E1"", ""n_chars"": 2136, ""n_lines"": 33, ""code_density"": 0.88, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 22}",5a8e72e733bc195b8dbed4c4e8b7ff51d5c5545e476bdc4d34acae12c856c7cf,1772795880.165
233,E1,doubao,C,0.900,"Operator E1, task requires generating a novel alternative algorithm matching backend C's strength of fast exploratory variant generation; markers=22 indicates rich code context, no existing errors so ",4,True,-2733.200000,0.079938,0.000000,-2091.800000,"{""operator"": ""E1"", ""n_chars"": 2136, ""n_lines"": 33, ""code_density"": 0.88, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 22}",fd35f48b5313de82e2b1cb60f6b1044b4149b4f4434e78edc1dc382849f28e8e,1772795881.373
235,E2,qwen,B,0.880,"Operator E2, high code density (0.96) and 24 code markers, task requires global restructuring of existing code snippets to identify common backbones and design a new algorithm, matching backend B's st",4,True,-5000.000000,-0.605534,0.000000,-2091.800000,"{""operator"": ""E2"", ""n_chars"": 2409, ""n_lines"": 34, ""code_density"": 0.96, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 24}",7c4330e6ac34a65edfb052dbfed17067cd5abad6774293aef193e3dc6b9c0592,1772795956.553
235,E2,qwen,B,0.880,"Operator E2, high code density (0.88), markers=22; backend B excels at global restructuring and long-context tasks to analyze existing code and create a novel algorithm",4,True,-2091.800000,0.249919,0.000000,-2091.800000,"{""operator"": ""E2"", ""n_chars"": 2259, ""n_lines"": 34, ""code_density"": 0.88, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 22}",bfa9c57aaa5d340584bcbfe7992c6f32b0b92cb4ac7e7917a58b1a58dc77fc12,1772795958.988
236,M1,doubao,C,0.150,epsilon_ucb_explore,4,True,-2091.800000,0.331556,0.000000,-2091.800000,"{""operator"": ""M1"", ""n_chars"": 1254, ""n_lines"": 23, ""code_density"": 0.4, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 10}",e96dd12f4fad0db36c46ffaf1c9b54bf5908d19be0688bf4148fea631c107514,1772795974.519
238,M2,deepseek,A,0.880,"Operator M2, small local code modification task (n_lines=23, code_density=0.4), aligns with backend A's strengths in local edits and patching; high reliability makes it suitable for precise code chang",4,True,-5000.000000,-0.323173,0.000000,-2091.800000,"{""operator"": ""M2"", ""n_chars"": 1236, ""n_lines"": 23, ""code_density"": 0.4, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 10}",0bb4f6bfccf2019f0559a8a0d1dfa8846585d30b2b4c499cc1c41d53bc17b586,1772796005.076
238,M1,doubao,C,0.820,"Operator M1, task requires generating a modified code variant matching backend C's variant generation strength, no exclusionary hard constraints apply given markers=10, explore_score=0, and n_chars=12",4,True,-2091.800000,0.325081,0.000000,-2091.800000,"{""operator"": ""M1"", ""n_chars"": 1254, ""n_lines"": 23, ""code_density"": 0.4, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 10}",e96dd12f4fad0db36c46ffaf1c9b54bf5908d19be0688bf4148fea631c107514,1772796010.582
240,M2,doubao,C,0.150,epsilon_ucb_explore,4,True,-2091.800000,0.311559,0.000000,-2091.800000,"{""operator"": ""M2"", ""n_chars"": 1236, ""n_lines"": 23, ""code_density"": 0.4, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 10}",0bb4f6bfccf2019f0559a8a0d1dfa8846585d30b2b4c499cc1c41d53bc17b586,1772796034.486
240,E1,doubao,C,0.870,"Operator is E1, task requires generating a novel algorithm variant distinct from three existing implementations, aligning with backend C's strengths in fast exploration and variant generation; code de",4,True,-2089.600000,0.272440,2.200000,-2091.800000,"{""operator"": ""E1"", ""n_chars"": 2186, ""n_lines"": 33, ""code_density"": 0.92, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 23}",a2c88f0a835f28a5543c432b12eaa6468695485af7e8bacbec480a671ef7c6c8,1772796055.400
242,E1,doubao,C,0.820,"Operator E1 requires generating a novel exploratory priority algorithm, matching backend C's strengths in fast exploration and variant generation; markers=23 indicate a structured code task, and high ",4,True,-2091.800000,0.261535,0.000000,-2089.600000,"{""operator"": ""E1"", ""n_chars"": 2186, ""n_lines"": 33, ""code_density"": 0.92, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 23}",11a8a0c59cb9bc49c7065eeda15bbec07e9d6896034687563345560592b1d271,1772796101.475
242,E2,qwen,B,0.150,epsilon_ucb_explore,4,True,-2091.800000,0.246377,0.000000,-2089.600000,"{""operator"": ""E2"", ""n_chars"": 2259, ""n_lines"": 34, ""code_density"": 0.88, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 22}",74c35b031f7bf4f3bb22f6b05672fd0cb51163e71dcc31145314db7294c06c94,1772796107.714
244,M1,doubao,C,0.870,"Key signals include operator=M1, task requiring modified code variant generation, and no active errors. Backend C excels at generating code variants, which matches this request, while debugging-focuse",4,True,-2091.800000,0.318979,0.000000,-2089.600000,"{""operator"": ""M1"", ""n_chars"": 1254, ""n_lines"": 23, ""code_density"": 0.4, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 10}",e96dd12f4fad0db36c46ffaf1c9b54bf5908d19be0688bf4148fea631c107514,1772796151.651
244,E2,doubao,C,0.900,"Operator E2, code density 1.0, markers=25; backend C specializes in fast exploration and variant generation, while A is unsuited for new code creation and B is penalized for high code density E2 tasks",4,True,-5000.000000,-0.469993,0.000000,-2089.600000,"{""operator"": ""E2"", ""n_chars"": 2459, ""n_lines"": 34, ""code_density"": 1.0, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 25}",643f7f8bba578e2226aad0afe7c4838aace8e0370d8618f7e0ea5ddb4d7ea9ec,1772796176.106
245,M2,doubao,C,0.900,"Key signals include operator=M2, task requiring generation of a modified priority function variant, and no active errors present. Backend C’s strengths in fast exploration and variant generation align",4,True,-5000.000000,-0.355577,0.000000,-2089.600000,"{""operator"": ""M2"", ""n_chars"": 1286, ""n_lines"": 23, ""code_density"": 0.4, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 10}",31f56c1b793093612bb95b3ee2ab7da7cc6e0357a87b55b22dd5c8f5db6bb8b6,1772796191.383
247,M1,doubao,C,0.820,"Operator is M1, task requires generating a modified code variant, backend C excels at generating code variants, and no M1-specific catastrophic failure conditions apply to the given signals",4,True,-5000.000000,-0.350164,0.000000,-2089.600000,"{""operator"": ""M1"", ""n_chars"": 1254, ""n_lines"": 23, ""code_density"": 0.4, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 10}",e96dd12f4fad0db36c46ffaf1c9b54bf5908d19be0688bf4148fea631c107514,1772796224.913
247,E1,qwen,B,0.950,"code_density=0.92 exceeds 0.8, n_chars=2576 exceeds 2500, triggering the hard constraint to prefer backend B, which excels at long-context global restructuring tasks for this multi-algorithm code gene",4,True,-3328.200000,-0.071334,0.000000,-2089.600000,"{""operator"": ""E1"", ""n_chars"": 2576, ""n_lines"": 33, ""code_density"": 0.92, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 23}",cb47c9b1f09adb0b998536fa45ed074f52def124cb9482cdc0792658f75ce635,1772796264.456
248,M2,doubao,C,0.850,"Operator is M2, task requires generating a variant of the existing priority function, no errors are detected; backend C specializes in fast variant generation, making it the optimal choice.",4,True,-5000.000000,-0.341091,0.000000,-2089.600000,"{""operator"": ""M2"", ""n_chars"": 1336, ""n_lines"": 23, ""code_density"": 0.44, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 11}",10ebba4a4934c2bed65507f7ec8bd3568a7c9636cffcb345cbb232236c135a8a,1772796264.733
250,E2,qwen,B,0.870,"Key signals: operator=E2, code_density=0.92, markers=23. Backend B’s strengths include global restructuring and long-context processing, which are required to analyze the three existing algorithms and",4,True,-5000.000000,-0.540493,0.000000,-2089.600000,"{""operator"": ""E2"", ""n_chars"": 2309, ""n_lines"": 34, ""code_density"": 0.92, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 23}",f78f58618ab201293323352afe5c5b7e4fbf5ee5735a138f933981e2bf64f3ed,1772796338.594
250,E1,qwen,B,0.900,"Operator is E1, code density 0.92 exceeds 0.7, n_chars 2356 exceeds 2000; backend B excels at global restructuring for code generation tasks, matching the tie-break preference.",4,True,-5000.000000,-0.569754,0.000000,-2089.600000,"{""operator"": ""E1"", ""n_chars"": 2356, ""n_lines"": 33, ""code_density"": 0.92, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 23}",7fe48e53ff18e2c6d43f73bd531aa5f0f2bce2998b6ac49e1c9387e55ac51e09,1772796344.009
252,M1,deepseek,A,0.880,"Key signals include operator=M1, explore_score=0, and moderate code density; this task requires local code patching, which matches backend A's strengths in debugging, patching and local edits.",4,True,-2091.800000,0.339307,0.000000,-2089.600000,"{""operator"": ""M1"", ""n_chars"": 1254, ""n_lines"": 23, ""code_density"": 0.4, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 10}",e96dd12f4fad0db36c46ffaf1c9b54bf5908d19be0688bf4148fea631c107514,1772796374.936
252,E2,qwen,B,0.870,"Operator E2, code_density=0.88, n_chars=2479; backend B excels at global restructuring and long-context tasks suitable for this novel algorithm creation task.",4,True,-2091.800000,0.256525,0.000000,-2089.600000,"{""operator"": ""E2"", ""n_chars"": 2479, ""n_lines"": 34, ""code_density"": 0.88, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 22}",3d48a987bc8e1e23a2a5a5d2a9a576095198ab4710371e7645fb5aad1ef62387,1772796410.604
253,M2,doubao,C,0.820,"Signals include operator=M2, task requiring generation of a new algorithm variant, and no active error; backend C's strengths of fast exploration and variant generation make it the optimal choice.",4,True,-5000.000000,-0.328143,0.000000,-2089.600000,"{""operator"": ""M2"", ""n_chars"": 1336, ""n_lines"": 23, ""code_density"": 0.44, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 11}",10ebba4a4934c2bed65507f7ec8bd3568a7c9636cffcb345cbb232236c135a8a,1772796421.085
255,M1,doubao,C,0.800,"Operator M1, task requires generating a modified variant of existing code, backend C specializes in fast variant generation, and input markers=11 does not trigger any penalizing constraints for backen",4,True,-5000.000000,-0.343477,0.000000,-2089.600000,"{""operator"": ""M1"", ""n_chars"": 1304, ""n_lines"": 23, ""code_density"": 0.44, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 11}",d8a4852aea279a996aa5a5af47f98122caa0417eaa196ec56ffe6134544c3852,1772796451.894
255,E1,qwen,B,0.150,epsilon_ucb_explore,4,True,-2091.800000,0.298535,0.000000,-2089.600000,"{""operator"": ""E1"", ""n_chars"": 2215, ""n_lines"": 35, ""code_density"": 0.92, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 23}",f3109182bf6ae7510e2af309d4a198c3cb3882d362ccb358214166bedf97bf6d,1772796472.717
256,M2,doubao,C,0.900,"Operator M2 requires generating a code variant of the existing priority function, which matches backend C's core strength in fast exploration and generating variants. No catastrophic failure exclusion",4,True,-5000.000000,-0.316485,0.000000,-2089.600000,"{""operator"": ""M2"", ""n_chars"": 1365, ""n_lines"": 25, ""code_density"": 0.44, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 11}",191c7581f8d25ce7f4040a47190cfdcc76b8d53530e886649e0319347a23eb03,1772796493.337
257,E2,qwen,B,0.910,code_density 0.88 > 0.8 and n_chars 2649 > 2500 meet the long-context hard constraint; backend B excels at global restructuring for generating new algorithms from existing code examples.,4,True,-2091.800000,0.253100,0.000000,-2089.600000,"{""operator"": ""E2"", ""n_chars"": 2649, ""n_lines"": 34, ""code_density"": 0.88, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 22}",4e62fb9d82b0fb934bdda7c3af2d22b5ea4e324fd16d0ba207820da90dbfd9e4,1772796535.982
258,E1,qwen,B,0.150,epsilon_ucb_explore,4,True,-5000.000000,-0.543010,0.000000,-2089.600000,"{""operator"": ""E1"", ""n_chars"": 2576, ""n_lines"": 33, ""code_density"": 0.92, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 23}",a0aaa25b745e9437be3501543d2ae640f8840fee9fb9194a63a1dbf50caebda8,1772796545.508
259,M1,doubao,C,0.150,epsilon_ucb_explore,4,True,-2733.200000,0.175767,0.000000,-2089.600000,"{""operator"": ""M1"", ""n_chars"": 1304, ""n_lines"": 23, ""code_density"": 0.44, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 11}",d8a4852aea279a996aa5a5af47f98122caa0417eaa196ec56ffe6134544c3852,1772796560.375
261,M2,deepseek,A,0.870,"Task involves local editing of existing code (patching the priority function), operator M2, n_lines=25 is a small-scale code task, backend A specializes in debugging, patching and local edits.",4,True,-5000.000000,-0.262571,0.000000,-2089.600000,"{""operator"": ""M2"", ""n_chars"": 1365, ""n_lines"": 25, ""code_density"": 0.44, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 11}",191c7581f8d25ce7f4040a47190cfdcc76b8d53530e886649e0319347a23eb03,1772796595.959
261,E2,qwen,B,0.900,"Operator E2, high code density (0.88), and markers=22, with the task requiring global restructuring of existing algorithms to create a novel priority function that aligns with backend B's strengths in",4,True,-2089.600000,0.250397,0.000000,-2089.600000,"{""operator"": ""E2"", ""n_chars"": 2379, ""n_lines"": 34, ""code_density"": 0.88, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 22}",9e294943d978b2774ab83e951c250629ae51ee03ab1b964ce95c2919b9984c0b,1772796614.296
263,M1,deepseek,A,0.820,"Task for operator M1 involves modifying existing small code (23 lines), backend A excels at local edits and patching; explore_score=0 means no exploratory variant generation is needed.",4,True,-2714.000000,0.199061,0.000000,-2089.600000,"{""operator"": ""M1"", ""n_chars"": 1304, ""n_lines"": 23, ""code_density"": 0.44, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 11}",d8a4852aea279a996aa5a5af47f98122caa0417eaa196ec56ffe6134544c3852,1772796655.888
262,E1,qwen,B,0.920,code_density=0.88 > 0.8 and n_chars=2526 > 2500 trigger the prefer backend B hard constraint; backend B excels at global restructuring and long-context tasks suitable for creating a novel algorithm di,4,True,-2091.800000,0.296151,0.000000,-2089.600000,"{""operator"": ""E1"", ""n_chars"": 2526, ""n_lines"": 33, ""code_density"": 0.88, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 22}",aa5047a84f95ed84384f3c8ea212d6794c79145ae0c59226d8cb1be98e020149,1772796665.600
264,M2,doubao,C,0.800,"Operator is M2, task requires generating a variant of the existing bin packing priority algorithm matching backend C's variant generation strength, no errors present making debugging-focused backend A",4,False,,-3.000000,0.000000,-2089.600000,"{""operator"": ""M2"", ""n_chars"": 1456, ""n_lines"": 23, ""code_density"": 0.4, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 10}",4e04ca75250ecb92019a5a323b69f5eed23a4f3fd88ccf0a3c88347586f1b3cd,1772796693.356
