step,operator,backend,confidence,reason,ok,score,reward,policy_version,prompt_sha256,time
63,UNKNOWN,doubao,0.900,"Unknown operator, no errors in prompt, prompt not long, default to doubao",True,-2091.800000,3908.200000,30,07e26d7ea29742f86de3328b60a6d869b4f07c2b4197ace85bd8d8e09b537e90,1772647605.739
65,E1,doubao,0.960,"The operator is E1, which is exploration/variant generation per Routing Policy v30, so select doubao.",True,-2733.200000,3266.800000,30,fbcf0e0a6399c748ef68cd110fc199fce9736b4d35c6643e16d4277d92e63fa2,1772647627.259
65,E1,doubao,0.970,"The operator is E1, which falls under exploration/variant generation per Routing Policy v30, so doubao is selected.",True,-2091.800000,3908.200000,30,fbcf0e0a6399c748ef68cd110fc199fce9736b4d35c6643e16d4277d92e63fa2,1772647632.126
66,E2,qwen,0.980,"The specified operator is E2, which corresponds to global restructure per the routing policy, so qwen is the appropriate backend.",True,-2091.800000,3908.200000,30,5f697934510ddb992d8c16c86bd18dd451860caffed8eafaefd481cc524948fc,1772647682.227
67,E2,qwen,0.950,"The assigned operator is E2 (global restructure) per Routing Policy v30, so qwen is the correct backend.",True,-5000.000000,1000.000000,30,5f697934510ddb992d8c16c86bd18dd451860caffed8eafaefd481cc524948fc,1772647686.642
68,M1,deepseek,0.970,"Operator is M1 (local mutation/edit) per the routing policy, which requires selecting deepseek for this task type.",True,-5000.000000,1000.000000,30,9da084167a433713c11ba6d456a9772b033310029e763dc825d4d53e70af6fad,1772647698.434
69,M1,deepseek,0.960,"Operator is M1 (local mutation/edit) per the routing policy, task involves modifying existing code logic.",True,-5000.000000,1000.000000,30,9da084167a433713c11ba6d456a9772b033310029e763dc825d4d53e70af6fad,1772647701.649
71,M2,deepseek,0.970,"Operator is M2, a local mutation/edit task, aligning with the routing policy to select deepseek.",True,-5000.000000,1000.000000,30,27e717ab0feb0370df6aa87868390ddee6c1ed733137bb596d86c93312c81395,1772647712.765
71,M2,deepseek,0.950,Operator is M2 (local mutation/edit) which matches the routing policy to select deepseek,True,-5000.000000,1000.000000,30,27e717ab0feb0370df6aa87868390ddee6c1ed733137bb596d86c93312c81395,1772647717.543
73,E1,doubao,0.950,Operator is E1 (exploration/variant generation) which aligns with the routing policy to select doubao,True,-5000.000000,1000.000000,30,fbcf0e0a6399c748ef68cd110fc199fce9736b4d35c6643e16d4277d92e63fa2,1772647739.757
72,E1,doubao,0.950,"Operator is E1, which is exploration/variant generation per the routing policy",True,-2089.600000,3910.400000,30,fbcf0e0a6399c748ef68cd110fc199fce9736b4d35c6643e16d4277d92e63fa2,1772647742.230
75,E2,qwen,0.950,"The operator is E2 (global restructure) per the routing policy v30, which mandates selecting qwen for this task type",True,-5000.000000,1000.000000,30,5f697934510ddb992d8c16c86bd18dd451860caffed8eafaefd481cc524948fc,1772647795.925
75,E2,qwen,0.950,"The assigned operator is E2, which corresponds to global restructure per the routing policy, and the task requires creating a new distinct priority algorithm via global rewrite.",True,-5000.000000,1000.000000,30,24a716dc141e94ccc5c95641d72cc67de7d2fe9b4fcad923afa9e16ae729a513,1772647798.774
77,M1,deepseek,0.980,Operator is M1 (local mutation/edit) per the routing policy,True,-5000.000000,1000.000000,30,9da084167a433713c11ba6d456a9772b033310029e763dc825d4d53e70af6fad,1772647815.267
77,M1,deepseek,0.980,"Operator is M1 (local mutation/edit per routing policy v30, select deepseek",True,-2626.400000,3373.600000,30,589124430f0c9165f3ae642f950fc677b7f24d17b48bad6e188d4bcbc77cbea2,1772647817.162
79,M2,deepseek,0.960,"Operator is M2 (local mutation/edit) per the routing policy, task involves modifying existing code function.",True,-5000.000000,1000.000000,30,27e717ab0feb0370df6aa87868390ddee6c1ed733137bb596d86c93312c81395,1772647833.856
79,M2,deepseek,0.950,Operator is M2 (local mutation/edit) per routing policy,True,-2091.800000,3908.200000,30,aedd603985df334a3949d3905f8c8cb466c524ae3768181add13502a7a828355,1772647834.157
81,E1,doubao,0.950,"The current operator is E1 (exploration/variant generation), which aligns with the routing policy to select doubao.",True,-2091.200000,3908.800000,30,52a7fbf5e0ec2f44e9de60a9a02605aba9bbe2e4368db251ec01c568e97ba0fb,1772647868.622
81,E1,doubao,0.950,"The operator is E1, which is exploration/variant generation per the routing policy, so doubao is selected.",True,-2626.400000,3373.600000,30,adce53dd2aaf558fe0fe14dbcdf90e90d559ae8a4f274cd6746bee70722ee36c,1772647871.193
83,E2,qwen,0.950,"Operator is E2 (global restructure) per routing policy v30, which mandates selecting qwen",True,-5000.000000,1000.000000,30,cb1cbe909740ffcd8df4cfa4e47667982e416f17cc1fe2cd32655a4fb7054949,1772647925.327
83,E2,qwen,0.970,"The operator is E2 (global restructure) per the routing policy, and the task requires creating a new priority algorithm and rewriting the function.",True,-5000.000000,1000.000000,30,482a12ae71de53263a967ae3fba602a2bca34808fbfdd95a6c50410608c2b701,1772647927.950
85,M1,deepseek,0.980,"The operator is M1 (local mutation/edit), which matches the routing policy selecting deepseek for local code edits and modifications.",True,-2089.600000,3910.400000,30,ba475775fdfc3abee3cb051580a15869362a745ca058bab7ffe336947f01386a,1772647945.935
85,M1,deepseek,0.980,"Operator is M1, which is classified as local mutation/edit per the routing policy, so select deepseek",True,-2091.800000,3908.200000,30,49b5e6c789e79ad1a4ed0d1aec96a09030718a5ae3f6edf2e0505ee5467412a7,1772647949.096
87,M2,deepseek,0.980,"Operator is M2, which is classified as local mutation/edit under the routing policy, so deepseek is selected.",True,-5000.000000,1000.000000,30,27e717ab0feb0370df6aa87868390ddee6c1ed733137bb596d86c93312c81395,1772647961.792
87,M2,deepseek,0.950,Operator is M2 (local mutation/edit) per routing policy,True,-2090.400000,3909.600000,30,98853b70fb3942c481784f8259d81b2675f8e30a072a985248eae61f918547b9,1772647969.288
88,E1,doubao,0.980,"The operator is E1, which is exploration/variant generation as defined in the routing policy v30",True,-2090.400000,3909.600000,30,11ede99d74f7d2dd050b333808dafdf4bb55239b7d3848bb0d330c32dc532440,1772647987.795
89,E1,doubao,0.970,"The current operator is E1, which falls under exploration/variant generation per the routing policy, so doubao is the correct backend.",True,-2139.200000,3860.800000,30,bd8eabf08adb6bfc7c2a545d783d032762c3aa8e14f8d92ced4b5a6880fdea19,1772647995.828
90,E2,qwen,0.950,Operator is E2 (global restructure) per the routing policy,True,-2091.800000,3908.200000,30,10ae5b89586fb72da6fa5a238f9608f1eb51d28236dce1175a00eb27decb8a01,1772648045.210
91,E2,qwen,0.980,"The provided operator is E2 which corresponds to global restructure, matching the routing policy to select qwen.",True,-2089.600000,3910.400000,30,085e6767f06d402de210f03e734372cda83c57c06d116bfc0270e9620a6cd1a1,1772648054.081
92,M1,deepseek,0.950,"Operator is M1 (local mutation/edit) per the routing policy, task involves modifying existing code",True,-5000.000000,1000.000000,30,9da084167a433713c11ba6d456a9772b033310029e763dc825d4d53e70af6fad,1772648060.908
93,M1,deepseek,0.980,The operator is M1 (local mutation/edit) which aligns with the routing policy rule to select deepseek for this operator type.,True,-5000.000000,1000.000000,30,db86f8669e5ecc8d7a0f103fac75f65f9aa26cf51c20bfd8cb8fee267e6e0ad6,1772648069.895
94,M2,deepseek,0.980,Operator is M2 (local mutation/edit) which aligns with the routing policy selecting deepseek,True,-5000.000000,1000.000000,30,c347af7b51e193ffeafb0c6f094d17b77ae4f0c17c9e51579e4bca6522deee3d,1772648075.853
95,M2,deepseek,0.980,"Operator is M2 (local mutation/edit) per routing policy, task involves modifying existing code which aligns with deepseek's local edit/patching strength",True,-5000.000000,1000.000000,30,c347af7b51e193ffeafb0c6f094d17b77ae4f0c17c9e51579e4bca6522deee3d,1772648085.240
96,E1,doubao,0.950,"The operator is E1, which corresponds to exploration/variant generation per the routing policy, so doubao is selected.",True,-2056.400000,3943.600000,30,840b3c41a7b9ea2b900990d5a12a8433130481c78a8c9031190dd4b269cbc150,1772648104.689
97,E1,doubao,0.980,"The operator is E1, which is exploration/variant generation per the routing policy, so doubao is selected.",True,-2099.600000,3900.400000,30,fc44bdb4396c24198e822585f6a5fda5a5ff5d6a41674a26ef30f334c794c123,1772648117.552
98,E2,qwen,0.970,"The current operator is E2 (global restructure), which aligns with the routing policy to select qwen for this task.",True,-5000.000000,1000.000000,30,104cd42ec2996d6249eb67ee61b4fb5a4a1df57681178c6e490221ab62afc796,1772648161.990
99,E2,qwen,0.970,"The operator is E2 (global restructure), which aligns with the routing policy selecting qwen for global rewrite and restructuring tasks.",True,-2752.200000,3247.800000,30,01d551867522bac598a1e13babe839accb74bf00321363e72f82598618357a55,1772648175.262
100,M1,deepseek,0.980,"Operator is M1 (local mutation/edit), which matches the routing policy selecting deepseek for local edits and patching.",True,-5000.000000,1000.000000,30,c20d9665912e119f22949166ef1f16a3564b6cfd3dc09e9de2fb141d9d443541,1772648178.553
101,M1,deepseek,0.980,"Operator is M1 (local mutation/edit) per the routing policy, task involves modifying an existing code function.",True,-5000.000000,1000.000000,30,db86f8669e5ecc8d7a0f103fac75f65f9aa26cf51c20bfd8cb8fee267e6e0ad6,1772648191.981
102,M2,deepseek,0.950,"Operator is M2, a local mutation/edit per routing policy",True,-2106.200000,3893.800000,30,3aa6a3f8ecce2e4ecf5956317ff17fa4d949cded06cfd02658dde2bb2797f490,1772648199.687
103,M2,deepseek,0.980,"Operator is M2, which falls under local mutation/edit per the routing policy",True,-2613.400000,3386.600000,30,5a5e8e3442cf00ad0089eb9338b0012cb24d67bb289c5589fcb4cca53d511af6,1772648209.753
104,E1,doubao,0.950,"Operator is E1, which is exploration/variant generation per the routing policy.",False,,5999.000000,30,d98373202407c8b1d272498af09dfbe53ca45f1f91a44815db2e8cf53212fd2a,1772648215.317
