step,operator,backend,backend_label,confidence,reason,policy_version,ok,score,reward,signals_json,prompt_sha256,time
66,UNKNOWN,deepseek,deepseek,0.200,"Code density is 0.16 (<0.3) which favors deepseek per weight rules, deepseek has high reliability granting additional score, tie-breaking rule prefers deepseek as code density <0.5, operator is UNKNOW",7,True,-2099.400000,3900.600000,"{""operator"": ""UNKNOWN"", ""n_chars"": 630, ""n_lines"": 15, ""code_density"": 0.16, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 4}",07e26d7ea29742f86de3328b60a6d869b4f07c2b4197ace85bd8d8e09b537e90,1772656737.411
68,E1,qwen,qwen,0.950,"Key signals include operator E1, n_chars=2696 (>2000), code_density=1.0 (>0.8), markers=30 (>20), explore_score=0 (<0.2). These align with hard constraints requiring qwen for long high-density explora",7,True,-2099.400000,3900.600000,"{""operator"": ""E1"", ""n_chars"": 2696, ""n_lines"": 53, ""code_density"": 1.0, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 30}",c29213ebc4ddf8b6aa03fd39e1d0283a6ab2278bbf1e8f1c646ea5f301754ddd,1772656797.919
68,E1,qwen,qwen,0.950,"Cited signals: operator=E1 (exploratory code generation task), n_chars=2718 exceeds 2000, code_density=1.0 > 0.8, markers=29 > 20. Triggered hard constraints including long high-density code requireme",7,True,-2107.400000,3892.600000,"{""operator"": ""E1"", ""n_chars"": 2718, ""n_lines"": 54, ""code_density"": 1.0, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 29}",2612712bbd5d052ac55323e7479fc9d873147b2be9f44c857303811d5c62c1b1,1772656798.850
70,E2,qwen,qwen,0.950,"Key signals include operator=E2, n_chars=2819>2000, code_density=1.0>0.8, markers=30>20, explore_score=0<0.2; prior stats show qwen has the highest mean score for E2, matching hard constraints for lon",7,True,-2091.800000,3908.200000,"{""operator"": ""E2"", ""n_chars"": 2819, ""n_lines"": 54, ""code_density"": 1.0, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 30}",0daf5407631e2179927e2b27e6d6c2c8e96b68434b7ba9452b0f15ba6a6aa237,1772656855.617
70,E2,qwen,qwen,0.950,"Key signals include operator E2, n_chars=2986 (>2000), code_density=1.0 (>0.8), markers=27 (>20), and prior stats showing qwen has the highest mean score for E2. Multiple hard constraints apply includ",7,True,-2099.400000,3900.600000,"{""operator"": ""E2"", ""n_chars"": 2986, ""n_lines"": 56, ""code_density"": 1.0, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 27}",44e4d1a5071a90ac95cecc63e09c063bbd65d553a25f1d9c7be667e8b6379249,1772656860.542
72,M1,deepseek,deepseek,0.900,"Operator is M1, n_chars=1408 falls within the 1200-1800 medium length range optimal for deepseek, prior stats show deepseek has the highest mean score for M1 operator, deepseek has high reliability, a",7,True,-2091.800000,3908.200000,"{""operator"": ""M1"", ""n_chars"": 1408, ""n_lines"": 30, ""code_density"": 0.52, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 13}",6561f5d0ab7c68d046d05a28ab5590be0f898832ad8fb2af90a6c9c78c602364,1772656885.107
72,M1,deepseek,deepseek,0.900,"Key signals: operator=M1, n_chars=1483 within 1200-1800 medium length range, prior stats show deepseek has highest mean score for M1, has_error=false, deepseek's strengths include patching/editing ali",7,True,-2091.800000,3908.200000,"{""operator"": ""M1"", ""n_chars"": 1483, ""n_lines"": 31, ""code_density"": 0.52, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 13}",6221d20837374965d2e138f89f732ed766e7d88b3485981f7bb7275580949c39,1772656894.718
74,M2,deepseek,deepseek,0.900,"Operator is M2, n_chars=1440 falls within the 1200-1800 optimal range for deepseek, prior stats show qwen has >30% catastrophic failure rate for M2, tie-breaking rules prefer deepseek for M1/M2 operat",7,True,-3734.800000,2265.200000,"{""operator"": ""M2"", ""n_chars"": 1440, ""n_lines"": 30, ""code_density"": 0.52, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 13}",c51f22256b98221c07623455f738a3f628d613d760ec1edd53b013a98beff50d,1772656907.353
75,M2,deepseek,deepseek,0.900,"1. Operator M2 falls within the 1200-1800 character length range, granting deepseek the w_medium_length scoring bonus; 2. Prior stats show qwen has a 50% catastrophic failure rate (>30%) for M2, exclu",7,True,-2138.600000,3861.400000,"{""operator"": ""M2"", ""n_chars"": 1510, ""n_lines"": 30, ""code_density"": 0.44, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 11}",efea77df617eb79830bba95b84650d441a1af450fe654996135b1289afd80e79,1772656923.564
75,E1,qwen,qwen,0.950,"Operator is E1, n_chars=2793 (>2000), markers=29 (>20), code_density=1.0 (>0.8), explore_score=0 (<0.2). Hard constraints apply: n_chars>2000 + code_density>0.8 favors qwen, operator E1 + long code + ",7,True,-2145.800000,3854.200000,"{""operator"": ""E1"", ""n_chars"": 2793, ""n_lines"": 55, ""code_density"": 1.0, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 29}",4672e74708a095b1c55b937763217d244d54a71a2de451ae4a9ce4dcd7524b1c,1772656968.946
76,E1,qwen,qwen,0.950,Triggered by multiple hard constraints: n_chars=2696 (>2000) and code_density=1.0 (>0.8) favor qwen's long-context restructuring strength; operator E1 with markers=30 (>20) aligns with qwen's strength,7,True,-2145.800000,3854.200000,"{""operator"": ""E1"", ""n_chars"": 2696, ""n_lines"": 53, ""code_density"": 1.0, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 30}",3fb63bcf81830b8373aef4c56c618b7e3ff33a1557805cdb5233a1cd2d22bf38,1772656985.997
77,E2,qwen,qwen,0.950,"Key signals include operator=E2, n_chars=2819 (>2000), code_density=1.0 (>0.8), markers=30 (>20), explore_score=0 (<0.2); hard constraints mandate qwen for long high-density code and high-marker explo",7,True,-2091.800000,3908.200000,"{""operator"": ""E2"", ""n_chars"": 2819, ""n_lines"": 54, ""code_density"": 1.0, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 30}",ec66f15356179b055645726cb8178557bdaece2e7851840f9811282be0bf560d,1772657030.004
79,M1,deepseek,deepseek,0.900,"Operator is M1, n_chars=1478 falls within the 1200-1800 optimal range for M1 modifications, prior stats show deepseek has the highest mean score for M1 operator, has_error is false, and code density 0",7,True,-2138.600000,3861.400000,"{""operator"": ""M1"", ""n_chars"": 1478, ""n_lines"": 30, ""code_density"": 0.44, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 11}",f9b6cd174dd0ec720eb1810901e058dc63ea4743c2727a12b7c14b3991cb62be,1772657049.049
81,M2,deepseek,deepseek,0.900,"Operator is M2 (modification task), n_chars=1440 falls within 1200-1800 optimal range for deepseek with M operators, prior stats show qwen has 50% failure rate (>30%) so excluded, deepseek has highest",7,True,-3734.800000,2265.200000,"{""operator"": ""M2"", ""n_chars"": 1440, ""n_lines"": 30, ""code_density"": 0.52, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 13}",c51f22256b98221c07623455f738a3f628d613d760ec1edd53b013a98beff50d,1772657071.891
81,E1,qwen,qwen,0.900,"Key signals include operator=E1, n_chars=3560 (>2000), code_density=1.0 (>0.8), markers=35 (>20). These trigger multiple hard routing rules: n_chars >2000 combined with code_density>0.8 mandates qwen,",7,True,-2095.400000,3904.600000,"{""operator"": ""E1"", ""n_chars"": 3560, ""n_lines"": 64, ""code_density"": 1.0, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 35}",f83ee75d4e40d9b4c569bd51444d169bcc7de1a5e4099bc216603fbdb101698e,1772657105.714
82,E1,qwen,qwen,0.950,"Operator is E1 (exploratory code generation), n_chars=2778 exceeds 2000, markers=26>20, code_density=1.0. Hard constraints exclude doubao for long E1 code with high markers, and policy mandates qwen f",7,True,-3101.800000,2898.200000,"{""operator"": ""E1"", ""n_chars"": 2778, ""n_lines"": 54, ""code_density"": 1.0, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 26}",716ba0bb8dc413d94d814034ffb751827815267bd2eb6294d03d38e080309c17,1772657133.390
83,E2,qwen,qwen,0.950,Triggered hard constraint n_chars>2000 AND code_density>0.8 requiring qwen; markers=28>20 and operator E2 aligns with qwen's long-context restructuring strengths; prior stats show qwen has the highest,7,True,-2091.800000,3908.200000,"{""operator"": ""E2"", ""n_chars"": 2814, ""n_lines"": 53, ""code_density"": 1.0, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 28}",506861c685e5f9c41594910a36c6ef6a4151f95e48398ae908b3f4fea280b5d1,1772657167.555
84,E2,qwen,qwen,0.950,"Cited signals: operator=E2, n_chars=3146 (>2000), code_density=0.96 (>0.8), markers=24 (>20); meets hard constraint for qwen (long high-density code), has highest prior mean score for E2 operator, and",7,True,-2091.800000,3908.200000,"{""operator"": ""E2"", ""n_chars"": 3146, ""n_lines"": 56, ""code_density"": 0.96, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 24}",4232c272cdbb1082028f193db7ae2e0d7d41d771b900db9f6c584cd03a54f2c7,1772657190.772
85,M1,deepseek,deepseek,0.900,"Operator is M1, n_chars=1468 falls within the 1200-1800 medium-length range, prior stats show deepseek has the highest mean score for M1 operations, tie-breaking rule prefers deepseek for medium-lengt",7,True,-2150.800000,3849.200000,"{""operator"": ""M1"", ""n_chars"": 1468, ""n_lines"": 30, ""code_density"": 0.4, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 10}",9a0dc9726415ff1cb15834620fa7728d6138bfb9fc278a831bfb69796720f430,1772657194.443
87,M1,deepseek,deepseek,0.900,"operator=M1, n_chars=1468 falls within 1200-1800 optimal range for M1 modifications, prior stats show deepseek has the highest mean score for M1, code_density=0.4 does not trigger qwen over-edit exclu",7,True,-2138.400000,3861.600000,"{""operator"": ""M1"", ""n_chars"": 1468, ""n_lines"": 30, ""code_density"": 0.4, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 10}",9a0dc9726415ff1cb15834620fa7728d6138bfb9fc278a831bfb69796720f430,1772657210.622
88,M2,deepseek,deepseek,0.600,"Operator is M2 (modification task), n_chars=1515 falls within 1200-1800 triggering medium length bonus, prior stats show deepseek has 0 fail counts for M2 with high reliability, has_error is false, an",7,True,-2091.000000,3909.000000,"{""operator"": ""M2"", ""n_chars"": 1515, ""n_lines"": 31, ""code_density"": 0.52, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 13}",4ba953cbba1a75e11d252373ed387703b1c43f718899697f9652a724b4e6e33f,1772657234.707
88,M2,deepseek,deepseek,0.300,"Operator is M2 (modification task suited for deepseek's patching strengths), n_chars=1515 falls within 1200-1800 range triggering tie-break preference for deepseek, prior stats show deepseek has 0 fai",7,True,-5000.000000,1000.000000,"{""operator"": ""M2"", ""n_chars"": 1515, ""n_lines"": 31, ""code_density"": 0.52, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 13}",4ba953cbba1a75e11d252373ed387703b1c43f718899697f9652a724b4e6e33f,1772657240.967
90,E1,qwen,qwen,0.900,"Selected qwen due to operator E1 (exploratory code generation), n_chars=3120 exceeding 2000, code_density=1.0 greater than 0.8, and markers=26 exceeding 20, which aligns with qwen's strengths in long-",7,True,-2091.800000,3908.200000,"{""operator"": ""E1"", ""n_chars"": 3120, ""n_lines"": 57, ""code_density"": 1.0, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 26}",a327200f6a0fb943374d21518d75af75a36b563f3a3d55a43f9734cf34525e9c,1772657304.637
91,E2,qwen,qwen,0.950,"Matches hard constraint for n_chars>2000 and code_density>0.8, with markers=29>20 and operator=E2 aligning with qwen's strengths in long-context restructuring and complex exploratory tasks",7,True,-4917.200000,1082.800000,"{""operator"": ""E2"", ""n_chars"": 2811, ""n_lines"": 54, ""code_density"": 1.0, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 29}",02acd9816656fa2204e9fff5e7a4a6fe495d9c663318ef6a5c28e53774890db4,1772657369.500
92,E1,qwen,qwen,0.950,"Key signals: operator=E1, n_chars=2866 (>2000), code_density=1.0 (>0.8), markers=28 (>20), explore_score=0 (<0.2). Aligns with hard constraints requiring qwen for long high-density high-marker explora",7,True,-2091.800000,3908.200000,"{""operator"": ""E1"", ""n_chars"": 2866, ""n_lines"": 53, ""code_density"": 1.0, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 28}",a1423de816a523c3cb6b6db86533f2803285045759b48c56115285754b2cee88,1772657390.205
93,M1,deepseek,deepseek,0.900,"Selected due to: 1) Prior statistics for M1 operator show deepseek has the highest mean performance score, 2) n_chars (1478) falls within the 1200-1800 optimal range for deepseek with modification tas",7,True,-2262.400000,3737.600000,"{""operator"": ""M1"", ""n_chars"": 1478, ""n_lines"": 30, ""code_density"": 0.44, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 11}",f9b6cd174dd0ec720eb1810901e058dc63ea4743c2727a12b7c14b3991cb62be,1772657394.694
95,M2,deepseek,deepseek,0.900,Operator M2 is a code modification task matching deepseek's patching and local edit strengths; n_chars=1685 falls within the 1200-1800 range where tie-breaking prefers deepseek for M1/M2 operators; co,7,True,-2102.600000,3897.400000,"{""operator"": ""M2"", ""n_chars"": 1685, ""n_lines"": 31, ""code_density"": 0.44, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 11}",b6af785014561c7ce925942303d693bb15f0dd14e14848309f89d9f125487c7e,1772657428.453
95,E2,qwen,qwen,0.950,Triggered hard constraint: n_chars=4015 >2000 and code_density=1.0>0.8 requiring qwen for long-context restructuring; high markers=40 and operator E2 favor qwen's complex exploratory task strengths; e,7,True,-2091.800000,3908.200000,"{""operator"": ""E2"", ""n_chars"": 4015, ""n_lines"": 71, ""code_density"": 1.0, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 40}",74a5871a7fe9d27171a647719df64a7bef70d67cabff422349700991c1dce3c1,1772657450.608
97,M1,deepseek,deepseek,0.900,"Operator is M1, code_density=0.44 <0.5, n_chars=1653 within 1200-1800 range, prior stats show deepseek has highest mean score for M1, tie-breaking rules prefer deepseek for M1 operator with low code d",7,True,-2130.400000,3869.600000,"{""operator"": ""M1"", ""n_chars"": 1653, ""n_lines"": 31, ""code_density"": 0.44, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 11}",285fa137e54ac31ffc22dc34afe0eb7547cdf4574ec7eaae773c3324b08e9cea,1772657481.235
96,E1,qwen,qwen,0.900,Key signals include n_chars=2860 (>2000) and code_density=1.0 (>0.8) which triggers the hard constraint to select qwen; markers=28 (>20) and operator E1 aligns with the mandatory high-marker explorato,7,True,-2168.200000,3831.800000,"{""operator"": ""E1"", ""n_chars"": 2860, ""n_lines"": 56, ""code_density"": 1.0, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 28}",36f1fecfc7b2d126d3a68e4b45ee99ff2e17a8551eda4e9cb1b9ca8b7f5fd893,1772657488.885
99,M2,deepseek,deepseek,1.000,"Excluded qwen due to 50% catastrophic failure rate (>30%) for operator M2; excluded doubao because n_chars>2000 and explore_score<0.2; deepseek has 0 prior failures for M2 and high reliability, suitab",7,True,-2091.800000,3908.200000,"{""operator"": ""M2"", ""n_chars"": 2032, ""n_lines"": 38, ""code_density"": 0.76, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 19}",ee1d77f96ee5c1c3871be94ea856d1dca15da82d6ae68eb50551ae7dd166ffa9,1772657510.926
99,E2,qwen,qwen,0.900,"Key signals include operator=E2, n_chars=3286 (>2000), code_density=1.0 (>0.8), markers=25 (>20); hard constraint mandates qwen for long high-density code with high markers, and qwen has the highest p",7,True,-4994.000000,1006.000000,"{""operator"": ""E2"", ""n_chars"": 3286, ""n_lines"": 61, ""code_density"": 1.0, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 25}",f027d4af912309110af0909f2cc3c6113198c5ede68502bf15e9f896bf64cfa1,1772657548.177
100,E1,qwen,qwen,0.900,"Cited signals include operator=E1, n_chars=3484 exceeding 2000, code_density=1.0 (>0.8), markers=32 (>20), and explore_score=0. Meets hard constraint for long high-density code requiring qwen, plus ad",7,True,-2095.400000,3904.600000,"{""operator"": ""E1"", ""n_chars"": 3484, ""n_lines"": 64, ""code_density"": 1.0, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 32}",ee4d4dd48c4c6a7675762432fcfd3d388a63b36574f74b21904b8b63a6925aca,1772657574.756
101,M1,deepseek,deepseek,0.950,"Operator is M1 (code modification task), n_chars=1478 falls within the 1200-1800 medium length range which favors deepseek, prior stats show deepseek has the highest mean score for M1 tasks, deepseek ",7,True,-4668.600000,1331.400000,"{""operator"": ""M1"", ""n_chars"": 1478, ""n_lines"": 30, ""code_density"": 0.44, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 11}",f9b6cd174dd0ec720eb1810901e058dc63ea4743c2727a12b7c14b3991cb62be,1772657578.485
103,M2,deepseek,deepseek,0.900,"Operator is M2 (code modification task), deepseek's strengths include patching and local edits which align with adjusting the existing priority function, n_chars=1510 falls within 1200-1800 (optimal m",7,True,-4668.600000,1331.400000,"{""operator"": ""M2"", ""n_chars"": 1510, ""n_lines"": 30, ""code_density"": 0.44, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 11}",efea77df617eb79830bba95b84650d441a1af450fe654996135b1289afd80e79,1772657602.155
103,E2,qwen,qwen,0.950,"Key signals include operator=E2, n_chars=3431>2000, code_density=0.88>0.8, markers=22>20, explore_score=0<0.2; Hard constraints mandate qwen for long high-density exploratory code with many markers, q",7,True,-2158.000000,3842.000000,"{""operator"": ""E2"", ""n_chars"": 3431, ""n_lines"": 67, ""code_density"": 0.88, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 22}",535923ffc038803292cc3ae142f4b29fba0aef1afd34e95fea8b1ebafc8f6e47,1772657632.491
105,M1,deepseek,deepseek,0.900,"Operator is M1, n_chars=1582 falls within the 1200-1800 optimal range for M1, prior stats show deepseek has the highest mean OBP score for M1, tie-breaking rule prefers deepseek for this length and op",7,True,-4999.600000,1000.400000,"{""operator"": ""M1"", ""n_chars"": 1582, ""n_lines"": 32, ""code_density"": 0.4, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 10}",e363f68392c2c772d9af42a6367bd18d2f104d6eefa5e37aa47eeae57a1fd0b2,1772657655.442
104,E1,qwen,qwen,0.950,"Operator is E1, n_chars=2940 exceeds 2000, markers=26>20, code_density=1.0>0.8; multiple hard constraints mandate selecting qwen, and qwen has a higher prior mean score for E1 than doubao",7,True,-2191.000000,3809.000000,"{""operator"": ""E1"", ""n_chars"": 2940, ""n_lines"": 60, ""code_density"": 1.0, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 26}",44bf434a0a9a5f58918cd8efb0582a72074ba2d645a246b5584743c701e9bf15,1772657664.861
106,M2,deepseek,deepseek,0.900,"Operator is M2, n_chars=1343 falls within 1200-1800 range for M1/M2 tasks which triggers deepseek preference per tie-breaking rules; prior stats show deepseek has 0 fail counts for M2, the highest rel",7,True,-2091.800000,3908.200000,"{""operator"": ""M2"", ""n_chars"": 1343, ""n_lines"": 28, ""code_density"": 0.56, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 14}",05fe0c19b990a598c28966faed11fe77d371d8f9d5828b5aae601f5387b49f0c,1772657674.221
108,E2,qwen,qwen,0.950,"Key signals include operator E2, n_chars=3063 > 2000 with code_density=1.0 >0.8 triggering the long-context restructuring hard constraint, markers=26>20 meeting the high-marker exploratory mandatory q",7,True,-2102.600000,3897.400000,"{""operator"": ""E2"", ""n_chars"": 3063, ""n_lines"": 61, ""code_density"": 1.0, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 26}",f2457a8db7fb5a0389b350e61c78d3bc32c9a915939d25b7cfd2b4465e3b4617,1772657725.901
108,E1,qwen,qwen,0.950,"Key signals include operator=E1, n_chars=3161 (>2000), code_density=1.0 (>0.8), markers=27 (>20), explore_score=0. Hard constraints select qwen for long high-density code, and qwen's strengths in glob",7,True,-2114.000000,3886.000000,"{""operator"": ""E1"", ""n_chars"": 3161, ""n_lines"": 64, ""code_density"": 1.0, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 27}",9979b0d60a81a2849e191f4c031f51d4e7322924fc830d1421b68122310ca943,1772657733.040
109,M1,deepseek,deepseek,0.900,"Operator is M1, n_chars=1468 falls in 1200-1800 medium length range for M1, has_error=false, prior stats show deepseek has the highest mean success score for M1, deepseek has high reliability, and tie",7,False,,-1.000000,"{""operator"": ""M1"", ""n_chars"": 1468, ""n_lines"": 30, ""code_density"": 0.4, ""has_error"": false, ""fix_score"": 0, ""explore_score"": 0, ""markers"": 10}",9a0dc9726415ff1cb15834620fa7728d6138bfb9fc278a831bfb69796720f430,1772657755.004
